"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.075165126E2,-3.748449963E-3,9.425735916E-4,-4.175874055E-4
4.075264786E2,-8.314894512E-4,-1.900883391E-3,-2.993663074E-3
4.075364436E2,2.634930657E-3,4.608859308E-3,-3.047449049E-3
4.075464096E2,2.991528017E-3,-2.209365834E-3,-2.682329854E-3
4.075563756E2,2.419580705E-4,-2.694858704E-3,1.393610612E-3
4.075663406E2,-2.081161365E-4,6.024863105E-3,9.334163624E-4
4.075763066E2,-1.571288332E-3,3.772271331E-3,1.492652344E-3
4.075862726E2,-1.393122599E-3,-1.407044241E-3,1.581602031E-3
4.075962376E2,-1.193240751E-3,3.547323402E-3,2.064123051E-3
4.076062036E2,1.236894168E-3,-1.907362952E-3,1.313111745E-3
4.076161696E2,-1.057407819E-3,8.233331144E-3,2.592576668E-3
4.076261346E2,2.551707905E-3,-8.975216188E-3,-4.131372087E-3
4.076361006E2,2.462039702E-4,-1.198696671E-3,-2.727218089E-4
4.076460656E2,-2.769027371E-3,-6.674156059E-3,1.805609092E-3
4.076560316E2,-4.672719631E-3,5.143798888E-3,3.390255151E-3
4.076659976E2,1.762009691E-3,-7.585578132E-3,-3.586765379E-4
4.076759626E2,-2.024208661E-3,-4.296662286E-3,5.459109670E-4
4.076859286E2,2.303161658E-3,-5.796021782E-3,7.733449456E-4
4.076958946E2,-2.267585602E-3,5.355342757E-3,7.307127817E-4
4.077058596E2,-1.342670061E-3,3.091850667E-4,4.238895141E-3
4.077158256E2,2.617691644E-4,-1.155020902E-3,1.160857733E-3
4.077257916E2,-9.797965176E-4,-6.381208077E-3,-8.743299404E-4
4.077357566E2,-2.432119101E-3,1.285144710E-3,-1.157420222E-3
4.077457226E2,-8.659143932E-4,2.326174406E-3,7.430114201E-4
4.077556876E2,-1.193038188E-4,-2.596659469E-4,7.923968369E-4
4.077656536E2,-1.786923967E-4,-5.802502856E-3,2.855014987E-3
4.077756196E2,-3.633501474E-3,-2.425436396E-3,1.910038292E-3
4.077855846E2,-3.057193477E-3,5.770707969E-3,1.738530817E-3
4.077955506E2,2.402588725E-4,-2.641064581E-3,1.487733447E-3
4.078055166E2,4.048421979E-4,7.850921247E-4,3.881143057E-4
4.078154816E2,-9.099170566E-4,-1.317262463E-2,3.924365737E-4
4.078254476E2,-4.660447128E-3,5.239406601E-3,1.660679118E-4
4.078354136E2,3.135111183E-4,7.182184141E-3,-2.990552457E-5
4.078453786E2,2.177723683E-3,2.501678653E-3,2.092463546E-4
4.078553446E2,2.504930366E-3,3.051267471E-3,2.611959353E-4
4.078653106E2,-6.889984943E-4,8.621535264E-3,1.536317402E-3
4.078752756E2,9.166854434E-4,8.812570013E-3,-3.029294545E-3
4.078852416E2,3.419257933E-3,2.396748401E-3,1.894020243E-4
4.078952066E2,1.221656799E-3,1.060975995E-2,-1.783577492E-3
4.079051726E2,1.651807688E-4,4.186481237E-3,1.408226672E-4
4.079151386E2,1.500037964E-3,4.237258807E-3,-9.507589857E-4
4.079251036E2,-3.527235240E-4,-2.299736254E-3,-1.652206993E-5
4.079350696E2,-3.825449385E-4,9.371303953E-3,8.776810719E-4
4.079450356E2,6.283912808E-4,3.484919667E-3,-1.186534995E-3
4.079550006E2,1.823979430E-3,8.767120540E-3,-2.921871375E-3
4.079649666E2,6.895605475E-5,1.516616438E-2,-7.388685481E-5
4.079749326E2,1.678655390E-3,6.236050278E-3,-2.135913819E-3
4.079848976E2,1.450689044E-3,1.078206580E-2,7.432296406E-4
4.079948636E2,3.073027357E-3,2.084182110E-3,-5.821297411E-3
4.080048296E2,2.282387577E-4,1.181936730E-2,-2.865721239E-3
4.080147946E2,1.045582350E-3,-1.837677672E-3,-1.762500033E-4
4.080247606E2,-8.433978073E-4,1.617967337E-2,1.436560415E-3
4.080347266E2,3.199606668E-3,2.989834175E-3,-2.587108174E-3
4.080446916E2,-1.722574234E-5,1.283713803E-2,-1.629701583E-3
4.080546576E2,2.325320151E-3,4.192668130E-4,-2.603753703E-3
4.080646236E2,1.682166941E-3,8.266802877E-3,2.481285948E-3
4.080745886E2,3.330287058E-3,-6.649087882E-4,2.818735084E-3
4.080845546E2,1.858357806E-3,2.232344123E-3,-2.798670670E-3
4.080945196E2,2.266741358E-3,-4.671991803E-3,-5.291262059E-4
4.081044856E2,-2.073352225E-4,7.029937115E-5,8.446612628E-5
4.081144516E2,3.107376397E-4,1.281991694E-2,1.968881115E-3
4.081244166E2,-1.622396521E-4,5.669596605E-3,5.422257236E-4
4.081343826E2,2.257009037E-3,3.917770926E-3,1.338387490E-3
4.081443486E2,4.758872092E-4,-5.881862715E-3,-3.187655006E-3
4.081543136E2,1.504731365E-3,9.293979965E-3,3.011997906E-4
4.081642796E2,-2.151788678E-3,-1.686765347E-3,-5.126622273E-4
4.081742456E2,3.363984171E-3,4.942197353E-3,1.007996034E-3
4.081842106E2,3.260920057E-3,-1.437637303E-2,-2.012294950E-3
4.081941766E2,-1.942355651E-3,4.621642642E-3,1.228955807E-3
4.082041416E2,2.393270843E-3,-5.131385755E-3,-1.466429560E-3
4.082141076E2,-1.835237723E-3,6.605430506E-3,-2.314225421E-4
4.082240736E2,9.413743392E-4,-7.729300298E-3,3.254921641E-3
4.082340386E2,-1.116259955E-4,-8.886887692E-3,9.025849286E-4
4.082440046E2,-2.264082432E-4,2.852059901E-3,2.398748882E-3
4.082539706E2,2.417086158E-3,-1.729333214E-2,-1.167064998E-3
4.082639364E2,-2.023202367E-3,4.534201231E-3,1.235638978E-3
4.082739024E2,2.380409278E-3,-2.617399767E-2,-1.532517606E-3
4.082838684E2,-4.225295503E-3,9.000235237E-3,5.239634775E-3
4.082938334E2,-1.503920648E-3,-8.078262210E-3,2.198390197E-3
4.083037994E2,2.657496370E-4,4.767494742E-3,3.938499372E-3
4.083137654E2,5.050003529E-4,-2.969585173E-2,2.588006901E-4
4.083237304E2,-3.607986029E-3,9.641700424E-3,2.894531004E-3
4.083336964E2,1.876096241E-3,-1.966079324E-2,-1.935714099E-4
4.083436624E2,-6.222152151E-4,-8.246485144E-3,3.248564200E-3
4.083536274E2,-5.460795946E-4,-1.280333102E-2,1.301982440E-3
4.083635934E2,-1.801494043E-3,-1.121342462E-2,2.674575662E-3
4.083735584E2,3.285533749E-4,-7.997499779E-6,2.817239380E-3
4.083835244E2,9.653153829E-4,-1.194188837E-2,2.980491146E-3
4.083934904E2,5.197711289E-5,-3.667624434E-3,9.747132426E-4
4.084034554E2,-4.236632958E-4,-1.542228460E-2,1.525987638E-3
4.084134214E2,3.229562193E-3,-5.515947007E-3,1.530524809E-3
4.084233874E2,1.077727880E-3,-8.853953332E-3,3.118623281E-4
4.084333524E2,-2.183845732E-3,-1.121857390E-2,1.651776256E-5
4.084433184E2,-2.254419494E-3,2.802436939E-3,-4.740365257E-4
4.084532844E2,3.014360555E-4,-1.122452132E-2,4.558837973E-4
4.084632494E2,-2.477306407E-3,-3.203346627E-3,3.110789228E-3
4.084732154E2,-4.588028882E-3,-7.042470854E-3,-5.950087216E-4
4.084831814E2,7.633268833E-4,-1.718279440E-3,6.990212714E-4
4.084931464E2,7.426631637E-4,-1.400619280E-2,1.686164760E-3
4.085031124E2,7.684957236E-4,-1.234997250E-2,1.748748939E-3
4.085130784E2,-1.642592717E-3,-5.038619973E-3,1.974197570E-3
4.085230434E2,-3.722645342E-4,-2.513144165E-3,2.803505864E-3
4.085330094E2,2.505054232E-3,-1.369760605E-3,-8.720322512E-4
4.085429744E2,-7.954332978E-5,-5.885948893E-3,1.301906072E-3
4.085529404E2,1.642663032E-3,-8.354166523E-3,6.362804561E-4
4.085629064E2,1.961976290E-3,-2.919986378E-3,-2.070290036E-3
4.085728714E2,6.433860399E-4,-4.837461747E-3,-6.423157174E-5
4.085828374E2,6.567016244E-4,-3.865408478E-3,-2.756865579E-4
4.085928034E2,-1.172663178E-3,-6.031245575E-4,-1.006057428E-4
4.086027684E2,7.679820992E-4,-1.762398519E-3,-3.779762890E-3
4.086127344E2,3.098309971E-4,2.792671323E-3,3.261938225E-3
4.086227004E2,5.537616089E-3,-7.516691461E-3,9.559068712E-4
4.086326654E2,1.769350842E-3,7.701787399E-4,-1.723003807E-4
4.086426314E2,9.592175484E-4,-7.403595373E-3,-1.666600117E-3
4.086525974E2,6.638527848E-4,3.649943741E-3,-2.040718682E-3
4.086625624E2,1.013525762E-3,-5.509999115E-3,1.530314097E-3
4.086725284E2,3.533913987E-3,-6.310845492E-6,-1.317530521E-3
4.086824934E2,4.497179296E-3,-4.003182985E-3,3.291019821E-4
4.086924594E2,4.815227818E-3,1.263839891E-3,-1.004061196E-3
4.087024254E2,8.396608755E-4,-7.351288223E-4,3.885058104E-4
4.087123904E2,3.245047526E-3,5.020672455E-3,-2.235029358E-3
4.087223564E2,3.407234093E-3,-3.470550291E-3,9.852648946E-4
4.087323224E2,2.198456787E-4,6.790610030E-3,2.854605438E-3
4.087422874E2,2.540257759E-3,4.979393911E-3,-2.029698808E-4
4.087522534E2,1.929732505E-3,-2.450185129E-4,-2.198707080E-4
4.087622194E2,1.373930834E-3,-1.462083193E-3,-7.583618863E-4
4.087721844E2,4.308538046E-3,-1.042832341E-2,-1.009739004E-3
4.087821504E2,-3.783477005E-3,3.710664576E-3,-6.246459088E-4
4.087921164E2,-3.509320319E-3,7.352536544E-3,1.876258757E-3
4.088020814E2,1.696893014E-3,8.409013040E-3,-1.125390176E-3
4.088120474E2,3.618156537E-3,-9.083162993E-3,3.790372284E-3
4.088220134E2,1.330234576E-3,-4.982959479E-3,-1.073624939E-3
4.088319784E2,-1.044446137E-3,6.701925769E-3,2.678603632E-3
4.088419444E2,1.823778264E-3,-1.545884181E-3,5.039496347E-3
4.088519094E2,2.904178342E-3,2.480105264E-3,4.045806359E-3
4.088618754E2,4.554273095E-3,-1.653113589E-2,-2.962834202E-3
4.088718414E2,-2.784861252E-3,1.092774142E-2,8.192947134E-4
4.088818064E2,-4.911129363E-3,5.025111139E-3,-5.114868400E-4
4.088917724E2,1.267611515E-3,1.183374878E-2,9.057472344E-4
4.089017384E2,2.672162605E-3,-8.418792859E-3,1.241838094E-3
4.089117034E2,-4.070233554E-4,-2.199068200E-3,-1.636927598E-3
4.089216694E2,-3.062461037E-3,4.283864982E-3,-3.966935037E-4
4.089316354E2,-4.817164503E-3,1.471564639E-2,2.911041258E-3
4.089416004E2,3.826657310E-3,-6.594702136E-3,3.192803590E-3
4.089515664E2,2.420052420E-3,5.211745738E-4,-2.508913749E-4
4.089615324E2,2.554808278E-3,9.393762797E-3,1.827439526E-3
4.089714974E2,2.108579036E-3,6.623540539E-3,-3.692071186E-4
4.089814634E2,1.715496182E-3,-4.648820963E-3,1.663317438E-3
4.089914294E2,2.342069056E-3,-8.499043062E-3,-5.543171428E-4
4.090013944E2,-4.883087240E-3,7.563813590E-3,1.511496725E-3
4.090113604E2,-1.392401289E-3,8.221258409E-3,-9.793090867E-4
4.090213254E2,1.293290406E-4,1.505832071E-3,-2.298905281E-3
4.090312914E2,7.553375326E-4,4.367842805E-3,6.950264797E-4
4.090412574E2,3.455782775E-3,-1.038846653E-2,1.822608872E-3
4.090512224E2,-1.228933688E-3,8.547791513E-4,2.750532003E-3
4.090611884E2,-1.267283224E-3,-1.808381872E-3,-2.267928794E-3
4.090711544E2,-3.396736458E-3,1.648309454E-2,3.259220393E-3
4.090811194E2,2.473136410E-3,-1.155573037E-2,-9.352582856E-4
4.090910854E2,1.343965996E-3,6.964248139E-3,2.342479536E-3
4.091010514E2,6.169229746E-4,1.760964049E-3,-7.614347851E-4
4.091110164E2,-3.591325600E-3,1.615978777E-2,1.626398647E-3
4.091209824E2,2.076732926E-4,-3.914920962E-4,3.236812074E-3
4.091309484E2,1.386881806E-3,5.237808917E-3,7.442047354E-4
4.091409134E2,2.853986807E-4,2.692359965E-3,-2.722431906E-3
4.091508794E2,-4.615201615E-4,1.293150336E-2,-1.860377961E-3
4.091608454E2,2.625933848E-4,6.802504417E-3,3.346900921E-3
4.091708104E2,1.579220872E-3,-1.668102341E-4,-9.377484093E-4
4.091807764E2,6.351303309E-4,-4.299503285E-3,-1.989875163E-4
4.091907414E2,-6.860643625E-4,4.973452538E-3,-1.441234781E-4
4.092007074E2,2.977070399E-4,1.343884226E-2,2.131281188E-3
4.092106734E2,-5.873781629E-4,-6.550140213E-3,-3.432623344E-4
4.092206384E2,1.299471594E-3,6.606141571E-3,1.614693785E-3
4.092306044E2,3.403862240E-3,-4.861784633E-3,1.623594668E-3
4.092405704E2,-1.643892843E-3,1.638438180E-2,4.618319217E-3
4.092505354E2,5.460849963E-3,-8.113059215E-3,1.871648012E-3
4.092605000E2,1.650664955E-3,6.367612164E-3,4.299918190E-3
4.092704660E2,4.098187201E-3,-2.673909301E-3,1.544120023E-3
4.092804310E2,3.843568265E-6,-6.451131776E-4,-4.002540081E-4
4.092903970E2,3.276458010E-4,1.286303857E-3,1.007076120E-3
4.093003630E2,2.472181804E-4,-5.909024272E-3,-5.830974551E-4
4.093103280E2,2.073384821E-4,-3.133725259E-4,9.846637258E-4
4.093202940E2,-1.825480722E-4,-7.340655662E-3,1.037660637E-3
4.093302590E2,3.071597544E-3,-2.537289634E-3,-2.432946581E-3
4.093402250E2,1.419106033E-3,-2.291745972E-3,-1.575408620E-3
4.093501910E2,2.092570532E-3,2.604297129E-3,7.265542517E-4
4.093601560E2,2.153557260E-3,-4.066921305E-3,1.071699895E-3
4.093701220E2,1.628668513E-3,-1.242267806E-2,-8.732610149E-4
4.093800880E2,-1.045411453E-3,-5.975164939E-3,-1.294401009E-4
4.093900530E2,-2.256529871E-3,6.343553308E-3,1.919645001E-4
4.094000190E2,1.466569025E-3,6.348080933E-3,3.453625832E-4
4.094099850E2,6.740595214E-3,-1.854483970E-2,-1.333215507E-3
4.094199500E2,1.972471830E-3,-1.327604242E-2,-2.158262767E-3
4.094299160E2,-4.688795190E-3,1.207174640E-2,2.458847361E-3
4.094398820E2,-3.391569015E-3,-7.142960560E-3,-3.822218161E-3
4.094498470E2,6.426619366E-3,-7.286238950E-3,6.426103064E-4
4.094598130E2,-3.279559314E-4,-2.808126621E-2,-8.413030300E-4
4.094697790E2,-2.634313889E-3,2.094213152E-3,6.425073952E-4
4.094797440E2,-2.814343199E-3,-7.419130765E-3,-1.077361987E-3
4.094897100E2,-7.449258119E-4,-1.004775986E-2,-2.692948794E-3
4.094996750E2,2.140609082E-3,-1.706518978E-2,-6.138189929E-4
4.095096410E2,-9.619873017E-4,-2.171282656E-3,1.625140430E-5
4.095196070E2,-2.178519499E-3,4.630430602E-3,2.271149773E-3
4.095295720E2,1.921697985E-3,-7.337990217E-3,-1.225380576E-3
4.095395380E2,2.567780903E-3,-1.489550900E-2,-8.352274308E-4
4.095495040E2,1.026615035E-3,-2.264229208E-2,-5.109324120E-3
4.095594690E2,-1.818706747E-3,7.248495705E-3,-2.960419282E-3
4.095694350E2,1.214320771E-3,-1.854919270E-2,-4.822304938E-3
4.095794010E2,-3.508189693E-4,6.034981459E-3,5.697976449E-4
4.095893660E2,5.015696865E-3,-3.146570176E-2,-5.137834698E-3
4.095993320E2,-3.062735777E-3,9.335525334E-3,4.702495062E-4
4.096092980E2,4.432150163E-4,-7.806798443E-3,-1.239227364E-3
4.096192630E2,-3.522713669E-4,2.038109349E-3,6.279203808E-5
4.096292290E2,4.538805690E-3,-2.574265189E-2,-7.846845547E-4
4.096391950E2,-8.098869585E-4,-6.805446930E-3,-1.607335056E-3
4.096491600E2,-3.594262525E-3,-1.612108201E-3,1.563635422E-3
4.096591260E2,4.119317047E-3,-1.652055653E-3,-2.106200438E-3
4.096690910E2,8.697486483E-4,1.300768694E-3,2.651216462E-3
4.096790570E2,4.430395085E-3,-1.256258320E-2,6.458561984E-4
4.096890230E2,1.318389550E-3,8.352197707E-3,2.597020939E-4
4.096989880E2,-2.431075089E-3,-1.516944729E-3,-2.187210368E-3
4.097089540E2,2.319944557E-3,3.405642463E-3,9.512226097E-4
4.097189200E2,3.299987875E-3,-1.477469318E-2,1.185314381E-3
4.097288850E2,2.390568610E-3,-1.277075149E-2,-6.096728612E-5
4.097388510E2,-7.181391120E-4,6.643958855E-3,2.673033858E-3
4.097488170E2,1.177251805E-3,2.872833516E-3,-1.000053948E-3
4.097587820E2,-2.683117054E-4,2.732485067E-3,-1.502392988E-4
4.097687480E2,-1.445025206E-3,-4.272516817E-3,3.367140889E-3
4.097787140E2,-2.706032246E-3,1.131256763E-2,3.926138394E-3
4.097886790E2,1.020431053E-3,1.052311808E-2,4.029746633E-3
4.097986450E2,3.447369672E-3,-6.447342690E-3,2.001216635E-3
4.098086110E2,2.079974394E-3,5.819816142E-4,2.877808176E-3
4.098185760E2,-5.722679198E-4,-9.735708009E-4,5.091927014E-4
4.098285420E2,-1.960839611E-3,1.317793410E-2,4.301001318E-3
4.098385070E2,1.812060364E-3,6.464300677E-4,2.660460304E-4
4.098484730E2,1.553388312E-3,5.132347811E-3,2.756322268E-3
4.098584390E2,2.132625785E-3,-9.207510739E-4,-3.965940559E-4
4.098684040E2,3.625811078E-4,2.365411725E-3,-1.863103593E-3
4.098783700E2,1.344488934E-3,3.552648937E-3,-5.775957252E-4
4.098883360E2,3.413886530E-3,-2.947328147E-3,8.732363931E-4
4.098983010E2,5.858759396E-4,5.864539184E-3,3.568089334E-3
4.099082670E2,2.086740918E-3,1.722259214E-3,3.014072543E-3
4.099182330E2,-8.989288472E-4,8.356929175E-4,2.939237747E-3
4.099281980E2,1.207295805E-3,5.564578343E-3,3.741095308E-3
4.099381640E2,3.742358880E-3,-3.606815822E-3,1.660900190E-3
4.099481300E2,-5.884240381E-4,4.593501799E-3,1.770698931E-3
4.099580950E2,4.992112517E-4,9.355500340E-3,1.168291783E-3
4.099680610E2,1.294748392E-3,-1.693245955E-3,-7.737671258E-4
4.099780270E2,2.603763714E-4,3.732145764E-3,-2.494435525E-3
4.099879920E2,2.632481512E-3,-1.936125569E-3,-1.029571984E-3
4.099979580E2,-9.454754181E-4,-1.605338184E-6,1.221864484E-3
4.100079230E2,1.916811801E-3,-7.633603178E-3,-6.381304120E-4
4.100178890E2,2.205764875E-3,-4.906792659E-3,-2.041616244E-3
4.100278550E2,-2.828050405E-3,-1.685966505E-3,1.456522616E-3
4.100378200E2,-2.940525301E-4,-1.220978564E-3,4.291191231E-3
4.100477860E2,-1.611896325E-3,-2.625972498E-3,5.579513381E-4
4.100577520E2,-2.149056178E-3,-9.002378210E-3,-6.207637489E-4
4.100677170E2,-2.612415701E-3,4.386928398E-3,-1.459955354E-3
4.100776830E2,1.550904009E-3,-5.332543980E-3,2.151290886E-3
4.100876490E2,1.964759547E-3,-5.583413877E-3,-4.347887356E-3
4.100976140E2,5.238050595E-3,-7.852161303E-3,1.012523426E-3
4.101075800E2,2.775059314E-3,-1.404649578E-2,4.313950194E-5
4.101175460E2,-4.525730852E-3,2.855255967E-3,1.198418788E-3
4.101275110E2,-1.472592819E-3,-2.268398879E-3,-4.196912516E-3
4.101374770E2,1.402022783E-3,-1.914351806E-2,-1.040001400E-3
4.101474430E2,-3.940760158E-3,-4.838172346E-3,2.466767328E-3
4.101574080E2,-2.662975341E-3,2.437050687E-3,-2.907225396E-3
4.101673740E2,5.516167730E-4,1.205248479E-2,1.859018113E-3
4.101773390E2,6.046136841E-4,-1.437246520E-2,-3.245196538E-3
4.101873050E2,-2.224077471E-4,-8.270276710E-3,-3.931940533E-3
4.101972710E2,-1.152916346E-3,-7.789575495E-3,-2.552156569E-3
4.102072360E2,-2.034243196E-3,7.439976558E-3,-3.976204316E-4
4.102172020E2,-7.141144015E-4,-5.156242754E-3,-3.759595100E-3
4.102271680E2,-1.656772103E-3,-9.590051137E-3,-2.076214412E-3
4.102371330E2,-6.639459170E-4,-3.167305375E-3,-4.683183040E-3
4.102470990E2,1.674700994E-3,1.070891786E-2,1.943407115E-3
4.102570650E2,2.909875242E-3,-3.977084067E-3,-1.339738024E-3
4.102670300E2,1.442573965E-3,2.338158665E-3,-1.822041348E-3
4.102769960E2,2.444721758E-3,-3.296557581E-3,-9.626391693E-4
4.102869620E2,-1.074513420E-5,3.932529071E-4,-1.317614573E-3
4.102969270E2,1.141604967E-3,1.765313442E-3,-1.872883644E-3
4.103068930E2,1.730718650E-4,-8.079010877E-5,1.888930798E-3
4.103168580E2,9.704222903E-4,-4.607630894E-3,-2.558814595E-3
4.103268240E2,-1.351634972E-3,4.312715027E-3,-5.081164185E-3
4.103367900E2,-6.994269788E-4,8.065908216E-3,-1.215052907E-3
4.103467550E2,-2.315788995E-3,1.043212786E-2,-2.800892689E-4
4.103567210E2,1.249650959E-3,-2.087392379E-3,-1.933912281E-3
4.103666870E2,7.936265320E-6,-4.633375444E-3,-1.161931083E-3
4.103766520E2,3.157975152E-4,1.778964326E-2,-5.611219094E-4
4.103866180E2,-3.928304650E-4,3.034486901E-3,-2.387894783E-3
4.103965840E2,-7.326495834E-4,1.368686464E-2,-7.119677030E-4
4.104065490E2,-2.721744590E-3,3.831748385E-3,-4.907142138E-4
4.104165150E2,-2.992854454E-3,2.040433511E-2,1.592410496E-3
4.104264810E2,-2.207341604E-4,4.331090953E-3,-3.818082158E-3
4.104364460E2,4.676929675E-4,-2.993470407E-4,-3.389286867E-4
4.104464120E2,2.421491779E-3,-5.411373917E-3,-1.781759493E-4
4.104563780E2,2.158614807E-4,9.282811661E-4,3.235635813E-4
4.104663430E2,-3.664687742E-3,5.616867449E-3,-1.271820860E-3
4.104763090E2,-2.615668345E-3,1.162762195E-2,-1.084600575E-3
4.104862750E2,-8.151284419E-4,5.175845698E-3,-5.723718787E-4
4.104962400E2,-2.253768500E-3,1.031681150E-2,-1.663735253E-3
4.105062060E2,3.401582362E-3,2.241397742E-3,-3.496935125E-3
4.105161720E2,1.498487312E-3,1.037096325E-2,-3.874282120E-4
4.105261370E2,3.731786739E-3,-2.404220868E-3,-2.493049949E-3
4.105361030E2,1.303516794E-3,4.529318772E-3,-1.929524820E-3
4.105460680E2,-1.651146449E-4,7.255152799E-3,-1.972404774E-3
4.105560340E2,1.608561724E-4,6.886837538E-3,-7.348338841E-4
4.105660000E2,2.757798880E-3,2.603499684E-3,6.717245560E-4
4.105759650E2,-2.688835375E-4,5.569728557E-3,5.923622521E-4
4.105859310E2,-4.492569715E-4,2.929293551E-3,8.959225379E-4
4.105958970E2,2.728160471E-3,-7.809903473E-3,4.932525335E-4
4.106058620E2,1.942042261E-3,-1.130459365E-2,1.376529341E-3
4.106158280E2,-2.576809842E-3,2.030918607E-3,2.593860496E-3
4.106257940E2,2.661944833E-3,3.304027487E-4,1.406340161E-4
4.106357590E2,2.553820377E-3,-3.714406397E-3,-2.409875393E-3
4.106457250E2,4.669383168E-3,2.514193999E-3,1.322031720E-3
4.106556910E2,1.710610930E-3,-1.118963398E-2,-2.870050259E-3
4.106656560E2,1.642929390E-3,6.599482615E-3,-3.726243740E-3
4.106756220E2,2.049061470E-3,-2.190379612E-2,-5.024534650E-3
4.106855870E2,-1.521822531E-3,-1.987678115E-4,-1.416684128E-3
4.106955530E2,-1.704249065E-3,-1.189730014E-3,-4.382388142E-4
4.107055190E2,3.277095733E-3,-1.346406061E-2,1.513339812E-3
4.107154840E2,-1.236962155E-3,1.074077300E-4,2.126932144E-3
4.107254500E2,3.228206187E-4,-6.490042899E-3,-2.178503200E-4
4.107354160E2,-2.972841728E-3,-6.630924065E-3,-2.316953847E-3
4.107453810E2,-1.916824840E-4,-6.390795577E-3,4.992841277E-4
4.107553470E2,2.024599817E-3,-1.963043585E-2,-2.367075998E-3
4.107653130E2,-2.069969662E-3,-6.595842424E-4,-7.141614333E-4
4.107752780E2,-1.449452713E-3,-2.483849647E-3,-8.449226152E-4
4.107852440E2,1.470045187E-3,-1.071044244E-2,-7.869782276E-4
4.107952100E2,2.102545928E-3,-6.215897156E-4,2.701230114E-3
4.108051750E2,2.668206813E-3,-1.597702131E-2,-1.873638597E-3
4.108151410E2,-4.719402175E-3,1.184821781E-2,1.638271846E-3
4.108251070E2,2.196463291E-3,-2.051433735E-2,-1.378811430E-3
4.108350720E2,3.021568991E-4,-3.444007132E-3,-5.167462514E-4
4.108450380E2,-1.666194759E-3,5.594333634E-4,-1.778469421E-3
4.108550040E2,-1.665395685E-3,-4.149834160E-3,-2.357706893E-3
4.108649690E2,4.025287926E-4,1.885437086E-4,-9.064961341E-4
4.108749350E2,1.826521009E-3,-1.643330976E-2,-1.522751525E-3
4.108849000E2,-2.113033086E-3,6.406492554E-3,1.766888658E-3
4.108948660E2,-1.195307355E-3,-4.261332098E-3,1.603370532E-3
4.109048320E2,1.657818910E-3,-1.068496518E-2,-2.604106441E-3
4.109147970E2,2.363290172E-3,-5.739741493E-3,1.305413782E-3
4.109247630E2,-7.499605417E-4,-9.308199398E-3,-1.637948793E-3
4.109347290E2,-2.285805065E-3,3.452869598E-3,-3.468483337E-4
4.109446940E2,4.538693931E-3,-4.028215539E-3,-1.413110294E-3
4.109546600E2,9.823087603E-4,-1.251171529E-2,-2.679509926E-4
4.109646260E2,-5.586859770E-4,-1.083978359E-2,5.970769562E-4
4.109745910E2,-4.125191364E-3,1.200933941E-2,1.616268652E-3
4.109845570E2,2.543750685E-3,-1.742205210E-2,-2.812362975E-3
4.109945230E2,3.198888386E-3,-4.497465678E-3,-1.409459510E-4
4.110044880E2,-4.271455109E-4,-5.235072225E-3,-4.399029422E-4
4.110144540E2,-5.251994357E-3,3.486780450E-3,-1.358427107E-3
4.110244200E2,-3.288500011E-6,-3.228909569E-3,-3.628225531E-4
4.110343850E2,6.672954187E-4,-4.952241201E-3,-9.319400997E-4
4.110443510E2,-9.761801921E-4,-3.263622057E-3,-1.177953091E-3
4.110543160E2,-1.645165961E-3,4.285844625E-4,-3.971143160E-4
4.110642820E2,-1.079114154E-4,2.321736421E-3,2.792330459E-3
4.110742480E2,-1.195279881E-3,1.976590604E-3,1.333983615E-3
4.110842130E2,-2.396247815E-3,5.274382886E-3,-9.691828745E-4
4.110941790E2,8.876966313E-4,5.139821442E-4,-2.378261415E-3
4.111041450E2,6.396714598E-4,1.455097180E-2,-9.275930934E-4
4.111141100E2,2.966741798E-3,3.764636582E-3,-7.089475985E-4
4.111240760E2,1.354096457E-3,2.444685204E-3,-1.805727952E-4
4.111340420E2,4.105386324E-4,-8.843656629E-3,2.556357766E-3
4.111440070E2,-3.960201517E-3,1.024730317E-2,-2.833722159E-3
4.111539730E2,-2.506914549E-3,5.843766499E-3,2.909646719E-4
4.111639390E2,-1.200387254E-3,-2.826598473E-3,1.948786667E-4
4.111739040E2,2.206061967E-3,2.405642008E-4,1.562678022E-3
4.111838700E2,-6.086057983E-4,2.142860787E-3,1.357741188E-3
4.111938360E2,1.378378831E-3,6.390602794E-3,-1.374662039E-3
4.112038010E2,7.973378524E-5,-3.031129250E-3,3.193228506E-3
4.112137670E2,9.452612139E-4,5.116739776E-4,7.503108936E-4
4.112237330E2,-1.772352960E-3,-4.585704766E-3,2.274858067E-3
4.112336980E2,-1.584333833E-3,3.225879045E-3,8.463385166E-4
4.112436640E2,-7.668249309E-4,-1.778378268E-3,-3.766356967E-4
4.112536290E2,1.101540402E-4,2.742337529E-3,3.695870051E-3
4.112635956E2,-7.612924092E-4,-5.088421050E-3,1.466168556E-3
4.112735616E2,-1.599389128E-3,-4.502259195E-3,6.386891473E-3
4.112835266E2,-4.306552466E-3,3.901878139E-3,5.659479648E-3
4.112934926E2,1.596344169E-3,-4.456985742E-3,5.034169182E-3
4.113034586E2,1.768143848E-4,-7.107984740E-3,5.944693927E-3
4.113134236E2,-4.692687653E-4,5.734843202E-3,5.331634078E-3
4.113233896E2,1.555964351E-3,-9.694874170E-4,5.476247519E-3
