"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.263673953E2,-2.248724923E-5,-2.386245178E-3,-3.067995189E-3
1.263773603E2,2.813059837E-6,-4.258447792E-3,-1.370762591E-3
1.263873263E2,-2.287648618E-3,-1.311534783E-3,4.262530711E-4
1.263972923E2,-1.158467960E-3,-3.682547249E-3,-1.799350604E-3
1.264072573E2,1.019691117E-4,2.025961410E-3,6.158272736E-4
1.264172233E2,-1.314566471E-3,-4.876418971E-3,-5.293319700E-4
1.264271883E2,-2.950246911E-3,6.602869835E-4,1.521074097E-3
1.264371543E2,-3.925468773E-4,-5.358989816E-3,1.195635879E-3
1.264471203E2,-1.728963573E-3,-1.227335306E-4,3.198794089E-3
1.264570853E2,3.463134868E-3,-3.792835865E-3,1.372242114E-4
1.264670513E2,-1.623822376E-3,1.026783953E-3,1.786576584E-3
1.264770163E2,-1.630213577E-3,-3.918439616E-3,7.226437447E-4
1.264869823E2,-1.696212217E-3,2.189363819E-3,1.588945510E-3
1.264969483E2,-1.453598030E-3,-1.132051111E-4,3.980730195E-3
1.265069133E2,-2.523194999E-3,-5.417399225E-4,1.031028805E-4
1.265168793E2,-1.519449987E-3,-2.400093712E-3,1.604859368E-3
1.265268453E2,-1.850554254E-3,2.960429061E-3,1.178934239E-3
1.265368103E2,-3.119283821E-3,2.053889330E-4,2.059908118E-3
1.265467763E2,-2.966637723E-3,3.589639673E-3,-9.813633515E-4
1.265567413E2,-2.068087459E-3,-4.168198793E-4,2.973697148E-3
1.265667073E2,-1.626485493E-3,-1.012132037E-3,-8.501468692E-4
1.265766733E2,-6.893188693E-4,3.016431583E-3,1.971206162E-3
1.265866383E2,2.360386541E-3,1.941455761E-3,-4.380268510E-4
1.265966043E2,5.877865478E-4,2.715902869E-3,-1.357580768E-4
1.266065703E2,-1.433885656E-3,7.001832128E-4,-8.729975671E-4
1.266165353E2,-2.325335518E-4,6.451279856E-3,3.989282413E-4
1.266265013E2,-1.957048196E-3,6.120637991E-3,1.345507335E-3
1.266364663E2,-1.207101624E-3,5.023948383E-3,7.561497041E-4
1.266464323E2,-1.356801949E-3,6.793638691E-3,-7.921265205E-4
1.266563983E2,-2.257577144E-4,3.391982988E-3,2.094473690E-3
1.266663633E2,-2.030633390E-3,8.826792240E-3,3.417467233E-4
1.266763293E2,-6.673615426E-4,-1.713466598E-3,1.814741059E-3
1.266862943E2,-1.226626337E-4,7.109469734E-3,2.726888983E-3
1.266962603E2,-2.208716702E-3,2.208720427E-3,4.877030733E-4
1.267062263E2,2.450374886E-4,1.419476117E-3,-1.937386580E-3
1.267161913E2,-9.075785056E-4,1.435455051E-3,-1.561880810E-3
1.267261573E2,1.205810811E-3,3.476813901E-3,1.375866355E-3
1.267361233E2,1.919451170E-4,5.673655774E-3,-1.706209965E-3
1.267460883E2,-4.425179213E-6,1.979098190E-3,-5.613012472E-4
1.267560543E2,-3.162813373E-4,3.367403988E-3,-1.022294397E-3
1.267660193E2,6.505800411E-4,9.332665941E-4,1.677503809E-3
1.267759853E2,1.456448808E-4,1.385471318E-3,-6.383811706E-4
1.267859513E2,2.144549973E-3,-3.038325580E-3,-3.538896563E-3
1.267959163E2,2.468656516E-3,4.083233420E-3,8.486665320E-5
1.268058823E2,2.166003454E-3,-1.327326754E-3,4.127583816E-4
1.268158473E2,1.944961026E-3,6.956104771E-4,1.945141237E-3
1.268258133E2,3.864318132E-4,-3.351432970E-4,1.780096209E-4
1.268357793E2,1.213343348E-3,1.303499681E-3,-7.021650672E-4
1.268457443E2,1.374511980E-3,-1.225327607E-3,-2.345211105E-3
1.268557103E2,1.041350886E-3,-3.085811855E-3,-5.249405513E-4
1.268656763E2,3.347015940E-3,-2.210444538E-3,8.610070217E-4
1.268756413E2,1.613031607E-3,-1.581672113E-3,1.101490459E-3
1.268856073E2,2.044321038E-3,4.121721431E-4,-2.263256814E-3
1.268955723E2,2.564702649E-3,-5.281932652E-3,1.663840609E-3
1.269055383E2,2.476942493E-3,-6.067630369E-3,1.787561341E-4
1.269155043E2,2.532028593E-4,-3.024169710E-3,1.351878745E-3
1.269254693E2,-7.793107070E-4,-5.676797591E-3,-1.277229167E-4
1.269354353E2,4.667821340E-4,-1.958491979E-3,1.382555813E-3
1.269454013E2,-1.679044683E-3,-2.321030013E-3,-3.287365253E-4
1.269553663E2,-1.023108140E-3,7.799547166E-4,8.838007343E-4
1.269653323E2,-1.362422016E-3,-6.030795164E-3,2.519283444E-4
1.269752973E2,4.619836807E-3,4.491254687E-2,6.964099593E-4
1.269852633E2,1.765939966E-2,-4.754373804E-3,-2.145771869E-3
1.269952293E2,1.612328924E-2,3.911818378E-3,4.872953286E-4
1.270051940E2,1.643122546E-2,-5.085812509E-2,3.254067269E-4
1.270151600E2,-7.970786653E-3,-4.677317105E-3,1.219412661E-4
1.270251250E2,-8.400645107E-3,-3.701989539E-3,-1.589513267E-4
1.270350910E2,-9.426226839E-3,1.346021891E-2,4.377476871E-3
1.270450570E2,-3.644214943E-3,-8.716532961E-3,-1.955857035E-3
1.270550220E2,-4.037830047E-3,-8.178308606E-3,6.668239948E-4
1.270649880E2,1.473336015E-3,-8.569131605E-3,3.036193550E-3
1.270749540E2,1.642446499E-3,-1.839513145E-2,2.098760800E-3
1.270849190E2,-1.977513544E-3,-9.107797407E-3,-1.276767580E-3
1.270948850E2,-1.041412354E-3,-4.588413518E-3,-1.122304238E-3
1.271048500E2,-5.432918668E-3,-1.792843454E-3,6.704264088E-4
1.271148160E2,-3.233147785E-3,-1.035706839E-3,1.787622459E-3
1.271247820E2,-2.088153269E-3,-1.511273207E-3,2.258932684E-3
1.271347470E2,-1.242599916E-3,-4.790318781E-4,-3.378273686E-5
1.271447130E2,-2.857783809E-3,-3.890353022E-3,4.662880092E-4
1.271546790E2,-3.251931630E-3,2.146234270E-3,2.258861670E-3
1.271646440E2,-2.751631662E-3,-2.754334826E-3,-7.845162181E-4
1.271746100E2,-8.834237233E-4,5.459120031E-3,1.293282025E-3
1.271845750E2,-1.326307654E-3,-1.500252285E-3,1.683967654E-3
1.271945410E2,-1.715395600E-3,4.687336273E-3,3.513219417E-4
1.272045070E2,-2.728658728E-3,8.797692135E-3,1.562843099E-3
1.272144720E2,-1.575775910E-3,1.951237675E-3,1.877628732E-3
1.272244380E2,-4.042130895E-4,2.070866991E-3,1.713179983E-3
1.272344030E2,-5.546817556E-4,3.814971074E-3,3.676196095E-3
1.272443690E2,-2.935759258E-3,7.847697474E-3,1.377997920E-3
1.272543350E2,1.228810288E-4,6.449124194E-4,2.818407957E-4
1.272643000E2,-1.114525832E-3,7.348608691E-3,1.716251485E-3
1.272742660E2,2.018949483E-3,3.993558697E-3,1.728501869E-3
1.272842320E2,-1.780049875E-3,2.835083753E-3,9.410052444E-4
1.272941970E2,5.765818059E-4,2.108047483E-4,-4.276639083E-5
1.273041630E2,1.062845811E-3,1.205985551E-3,4.058363847E-4
1.273141280E2,9.635100141E-4,1.268569846E-3,-2.709795721E-3
1.273240940E2,1.739176456E-3,1.109822537E-3,-6.460763980E-4
1.273340600E2,-2.288587857E-3,4.103481770E-3,1.168867806E-3
1.273440250E2,5.759010091E-4,4.546267155E-4,1.511898823E-3
1.273539910E2,2.245170064E-3,3.364130156E-3,-1.878571464E-3
1.273639570E2,1.643245574E-3,-1.533859642E-3,-4.224538279E-4
1.273739220E2,7.737237029E-4,2.279787092E-3,-1.045367215E-3
1.273838880E2,1.735512167E-3,-1.175256446E-3,1.203857595E-3
1.273938530E2,-5.641276948E-4,1.134769409E-3,-2.041470492E-3
1.274038190E2,3.081339877E-3,1.508464804E-3,-1.914324472E-3
1.274137850E2,3.631016472E-3,-1.714573009E-4,-4.847796168E-3
1.274237500E2,1.238165423E-4,-1.821434707E-3,6.534765707E-4
1.274337160E2,3.240858205E-4,-5.687545519E-3,-1.256276155E-3
1.274436810E2,7.529743016E-7,3.544852138E-3,-1.083067968E-3
1.274536470E2,4.856761079E-3,-3.600675613E-3,-1.515032724E-3
1.274636130E2,2.082499210E-3,2.085124142E-3,-1.795621822E-3
1.274735780E2,4.178406671E-3,-6.009819917E-3,-5.376508459E-3
1.274835440E2,3.087069606E-3,5.674597342E-3,-1.290106447E-4
1.274935100E2,1.093427185E-3,-8.725180523E-4,-1.779371640E-3
1.275034750E2,5.356466863E-3,-3.952800762E-4,4.479370546E-4
1.275134410E2,1.867725980E-3,-7.235875353E-3,-3.245068248E-3
1.275234060E2,3.525406355E-3,-3.031282220E-3,-1.765546389E-3
1.275333720E2,3.204761771E-3,-7.068368141E-3,-2.037721453E-3
1.275433380E2,1.407487784E-3,7.998959627E-4,-9.399853880E-4
1.275533030E2,6.333068013E-4,-8.113704622E-3,-3.030034248E-3
1.275632690E2,5.137268454E-4,-7.722278591E-3,-1.866210136E-3
1.275732350E2,2.111889888E-3,-3.441779874E-3,-1.534380252E-3
1.275832000E2,9.079230949E-5,8.762862417E-4,-3.451219760E-3
1.275931660E2,-8.762013167E-4,-5.482809618E-3,-1.820300007E-3
1.276031310E2,5.360641517E-4,1.523689367E-3,5.821455852E-4
1.276130970E2,7.214164361E-5,-6.660470739E-3,-3.112191334E-3
1.276230630E2,3.041671356E-3,8.123698644E-4,1.820226200E-3
1.276330280E2,9.170016274E-4,-1.015239675E-2,-1.439216663E-3
1.276429940E2,1.661819872E-3,-1.809735666E-3,9.568386595E-4
1.276529590E2,2.681544051E-3,-1.195478160E-2,1.983703696E-4
1.276629250E2,-1.630574930E-3,4.910517484E-3,1.560537494E-3
1.276728910E2,-6.543518975E-5,-6.820707116E-3,6.766342558E-4
1.276828560E2,-2.762442455E-3,3.914839588E-3,-1.832988230E-3
1.276928220E2,-1.788790338E-3,-8.134632371E-3,1.932455227E-3
1.277027880E2,-2.807178535E-4,-1.050183317E-3,2.212274587E-3
1.277127530E2,5.195620470E-4,-4.229465034E-3,6.282263785E-4
1.277227190E2,-5.985223688E-4,-5.106605589E-3,-1.742255408E-3
1.277326840E2,-1.300531439E-3,-2.641584026E-3,2.300156979E-3
1.277426500E2,-2.767964266E-3,-2.099078381E-3,2.887204988E-3
1.277526160E2,-2.434802242E-3,1.771253301E-4,8.442942635E-4
1.277625810E2,-1.295478083E-3,-1.154533122E-3,3.619714407E-4
1.277725470E2,-3.057425842E-3,2.365633147E-3,1.555866445E-3
1.277825130E2,-1.511923037E-4,-1.948780147E-3,1.184571767E-3
1.277924780E2,-6.119602360E-3,-3.844391904E-4,1.469263574E-3
1.278024440E2,-2.488497179E-3,3.709821729E-3,5.145554431E-3
1.278124090E2,-2.413219772E-4,4.344771150E-5,6.205773680E-4
1.278223750E2,-3.452733159E-3,5.187564529E-3,1.044001780E-3
1.278323410E2,-3.586424515E-3,1.866336097E-3,2.483706456E-3
1.278423060E2,-8.428832516E-4,1.346642850E-3,7.304233732E-4
1.278522720E2,-9.185168892E-4,1.883802470E-3,2.164535690E-3
1.278622380E2,1.050624065E-3,7.504669949E-3,3.219147213E-3
1.278722030E2,1.195766497E-3,5.465221591E-3,-5.233928096E-4
1.278821690E2,3.465865739E-4,5.590935238E-3,-6.749178283E-5
1.278921340E2,8.259555325E-4,3.330443986E-3,-3.359384427E-4
1.279021000E2,-9.987251833E-4,4.553244449E-3,-1.845776103E-3
1.279120660E2,9.376592934E-4,5.733557511E-3,1.193423290E-3
1.279220310E2,1.490454655E-3,2.286537085E-3,6.125530344E-4
1.279319970E2,1.134390011E-3,1.992790494E-3,-7.762854220E-4
1.279419620E2,1.936483663E-3,3.397970460E-3,-1.544705359E-3
1.279519280E2,7.388605736E-4,6.444626488E-3,-3.822355939E-4
1.279618940E2,2.830797574E-3,2.074034652E-3,1.157060033E-4
1.279718590E2,-1.504029613E-3,4.780605435E-3,-8.563477895E-4
1.279818250E2,3.420356661E-4,1.557674841E-4,-7.417323650E-4
1.279917910E2,-3.002628218E-3,3.218668979E-3,-2.127108630E-3
1.280017560E2,4.946812987E-4,2.428087173E-3,-2.875068225E-3
1.280117189E2,1.314935274E-3,-3.679656074E-4,-8.161782171E-4
1.280216839E2,4.309323616E-3,1.305531943E-3,-3.017061972E-4
1.280316499E2,-1.032678410E-4,3.380054550E-4,-1.022091252E-3
1.280416159E2,2.339736791E-3,-1.512195682E-3,-2.682043472E-3
1.280515809E2,7.247957401E-4,-4.551871098E-4,-1.879633171E-3
1.280615469E2,-7.018116303E-4,-5.938275717E-4,-2.781786490E-3
1.280715119E2,2.829007339E-3,-3.960862290E-3,-6.933356635E-4
1.280814779E2,5.149590317E-3,-8.687661029E-3,-1.526623033E-3
1.280914439E2,5.990471691E-4,-7.077651098E-4,-1.512774499E-3
1.281014089E2,2.008344512E-3,-7.552998140E-3,-2.186678816E-3
1.281113749E2,1.547883730E-3,2.405093517E-3,1.217373530E-3
1.281213409E2,2.094740048E-4,-5.522383843E-3,-2.362757688E-3
1.281313059E2,-7.226322778E-4,-4.250933998E-4,2.247695811E-4
1.281412719E2,1.411991660E-3,-8.208168671E-3,-4.082993604E-3
1.281512369E2,-8.242647164E-4,-8.226901991E-4,-1.923702657E-3
1.281612029E2,2.281799447E-3,-9.825909510E-3,-1.824457431E-3
1.281711689E2,1.109476201E-3,2.881629625E-3,2.179208677E-4
1.281811339E2,5.009337328E-4,-1.231710240E-2,1.982527319E-4
1.281910999E2,-1.931331120E-3,-2.169127576E-3,-2.958125900E-3
1.282010659E2,-1.011216082E-4,-7.997557521E-3,-1.926691970E-3
1.282110309E2,-1.104334369E-3,-4.994577263E-3,-5.096240202E-4
1.282209969E2,-1.252524555E-3,-3.300949931E-3,-7.169951568E-4
1.282309619E2,1.895864494E-3,-3.065792844E-3,1.030837419E-3
1.282409279E2,-1.686359756E-3,-4.178048577E-3,6.338130916E-4
1.282508939E2,-8.583827876E-4,-3.807869274E-3,-1.678343280E-3
1.282608589E2,1.399688888E-3,-2.134998795E-3,2.702860627E-3
1.282708249E2,-1.017396338E-3,-4.553415347E-3,4.136073985E-4
1.282807899E2,1.600010786E-3,-5.330356769E-3,1.356776920E-4
1.282907559E2,-9.214701131E-4,-3.074392909E-3,2.399098128E-3
1.283007219E2,-2.964521293E-3,-6.737370044E-3,-2.035700949E-3
1.283106869E2,-2.835890744E-3,1.589535619E-3,-3.571104317E-4
1.283206529E2,-1.429718919E-3,-7.765428163E-3,-8.029954042E-4
1.283306189E2,-1.026249956E-3,1.086120377E-3,4.249553662E-3
1.283405839E2,-5.898736417E-4,-4.165777005E-3,5.348040140E-4
1.283505499E2,-7.801409811E-5,6.758380914E-5,1.737221377E-3
1.283605149E2,1.918337308E-3,-4.950765986E-3,3.908490180E-4
1.283704809E2,-2.562164795E-3,-1.452437718E-3,3.025247948E-3
1.283804469E2,-2.925721928E-3,6.544995587E-3,1.323062694E-3
1.283904119E2,2.633094089E-3,9.914427996E-3,2.280202694E-3
1.284003779E2,-9.743957780E-4,7.905852981E-3,1.063309843E-3
1.284103429E2,1.337053254E-5,-2.950523281E-3,1.645210665E-3
1.284203089E2,-1.303334720E-3,1.941916649E-3,2.350280993E-3
1.284302749E2,3.146807663E-3,1.227390487E-3,2.673855051E-3
1.284402399E2,-1.010348555E-3,8.780701086E-3,1.164243557E-3
1.284502059E2,1.745490357E-3,7.041326026E-4,2.369309659E-4
1.284601719E2,-1.616788562E-3,1.793312142E-3,-7.672154461E-4
1.284701369E2,-2.355815843E-3,8.547354490E-3,1.710589742E-3
1.284801029E2,4.534139298E-4,2.350645140E-3,1.325976336E-5
1.284900679E2,1.262215897E-3,2.133331262E-3,1.289446605E-3
1.285000339E2,-2.418643329E-3,5.265464075E-3,2.779567149E-5
1.285099999E2,-1.321687363E-3,1.655016327E-3,2.752931323E-5
1.285199649E2,-1.261372585E-3,6.876898697E-4,-3.194717923E-3
1.285299309E2,-1.617703587E-3,5.285637453E-3,1.329992665E-3
1.285398959E2,2.169324551E-3,-3.500531428E-3,-4.612476041E-4
1.285498619E2,-1.328737475E-3,6.928939838E-3,1.470609335E-3
1.285598279E2,7.584518753E-4,4.406959284E-3,-3.029691055E-3
1.285697929E2,1.656469889E-3,-1.427493989E-3,-2.576953731E-3
1.285797589E2,-2.449941356E-3,1.960702939E-4,-3.189998912E-3
1.285897249E2,-1.927695703E-3,5.169812357E-4,1.538661891E-4
1.285996899E2,1.698571257E-3,3.605269827E-3,-3.237463534E-5
1.286096559E2,1.717479900E-3,7.674053777E-4,-1.222274965E-3
1.286196209E2,-1.581612043E-3,1.764738699E-3,-7.278085104E-4
1.286295869E2,4.406505730E-3,-6.665763911E-3,-1.076682587E-3
1.286395529E2,-3.727946430E-3,1.526163891E-3,3.225653199E-4
1.286495179E2,1.344310585E-3,-2.166087506E-4,-2.059099730E-3
1.286594839E2,-3.820653073E-4,5.815839395E-3,-2.848038857E-4
1.286694489E2,3.624660661E-3,-3.019463737E-3,9.415817913E-4
1.286794149E2,1.593142282E-3,9.048039210E-4,-3.468733979E-3
1.286893809E2,-6.521688774E-4,-8.233212866E-4,-3.626891121E-4
1.286993459E2,5.644802004E-4,2.278073458E-3,-4.682433500E-4
1.287093119E2,7.008337416E-4,4.279172979E-3,-2.021398861E-3
1.287192769E2,1.140858512E-3,-4.776873626E-3,-2.269448712E-3
1.287292429E2,2.188719809E-4,-5.865041167E-3,-6.933899713E-4
1.287392089E2,-9.550959803E-4,-5.175393540E-3,1.339362003E-3
1.287491739E2,2.038829960E-3,-2.826338168E-4,-5.384329706E-4
1.287591399E2,3.369019600E-3,1.170942560E-3,3.648801474E-3
1.287691059E2,1.657938585E-3,-3.774813842E-3,-6.932162796E-4
1.287790709E2,4.134980030E-3,-2.548906021E-3,-2.121610567E-3
1.287890369E2,8.644256741E-5,-5.798229016E-3,6.512728287E-4
1.287990019E2,2.508125268E-3,-2.678757883E-4,2.197289607E-3
1.288089679E2,3.815912642E-4,-5.086333025E-3,5.117749679E-4
1.288189339E2,-6.227400154E-4,2.904046327E-3,9.723965195E-4
1.288288989E2,6.278804503E-4,-5.322458223E-3,-5.410779268E-4
1.288388649E2,-4.530423321E-4,-1.726832939E-3,3.316685790E-3
1.288488309E2,6.407182664E-4,-6.766066421E-3,-1.994856575E-4
1.288587959E2,-1.042886637E-3,3.487291746E-3,1.781427767E-3
1.288687619E2,1.438647043E-3,-6.212739740E-3,-5.408487632E-4
1.288787269E2,-2.145749051E-3,-1.586140366E-3,1.748850918E-4
1.288886929E2,1.686273608E-3,-3.312135115E-3,7.836836739E-4
1.288986589E2,-1.503222156E-3,2.210506937E-3,1.707937336E-3
1.289086239E2,4.221033305E-5,-3.159491112E-3,-4.572124453E-4
1.289185899E2,3.315536072E-3,-6.690065376E-3,-4.668763140E-4
1.289285549E2,-4.179496318E-4,1.003807061E-3,2.465796657E-3
1.289385209E2,-1.478754915E-3,-5.770242773E-3,5.498711253E-4
1.289484869E2,3.172811121E-4,-2.857277403E-3,-1.511948183E-3
1.289584519E2,-2.768246923E-3,-3.391640726E-3,1.593811903E-4
1.289684179E2,-2.981300000E-3,-5.447216099E-4,4.108848982E-3
1.289783829E2,9.622299112E-4,1.766469213E-3,1.302433666E-3
1.289883489E2,3.012065077E-3,-9.698173031E-3,-1.210258808E-3
1.289983149E2,-4.027870949E-3,3.470558440E-3,3.316758201E-3
1.290082829E2,1.020949800E-3,-9.998239111E-4,-1.419940032E-3
1.290182489E2,-4.403889645E-3,2.443377860E-3,5.646875594E-3
1.290282149E2,1.026828308E-3,-5.919214338E-3,3.130454570E-3
1.290381799E2,-1.482200343E-3,1.657366753E-3,3.758192062E-3
1.290481459E2,-3.609799780E-3,3.074967535E-3,7.227212191E-4
1.290581109E2,-7.909755222E-4,-3.957854351E-4,2.434090478E-3
1.290680769E2,-2.481550444E-3,1.990939490E-3,-4.264939344E-5
1.290780429E2,4.886598326E-4,1.085007936E-2,1.055435045E-3
1.290880079E2,-9.856661782E-4,1.084981300E-2,2.864520531E-3
1.290979739E2,3.035440808E-3,-6.246826379E-4,-3.806165420E-3
1.291079389E2,9.286142886E-4,1.344192307E-3,-8.433987969E-4
1.291179049E2,-2.653039992E-4,-8.275378495E-4,-1.134409802E-3
1.291278709E2,-7.180417888E-4,1.099982671E-2,2.041143365E-3
1.291378359E2,2.046748530E-3,-6.421785336E-3,-1.188977272E-3
1.291478019E2,-9.727436118E-4,2.626836766E-3,-8.241242031E-4
1.291577679E2,-1.387694851E-3,2.779722447E-3,6.420314894E-4
1.291677329E2,-7.037948817E-4,5.152066238E-3,-1.983845374E-3
1.291776989E2,3.000324592E-3,3.483296838E-3,2.249270910E-4
1.291876639E2,-7.935520262E-5,4.826595541E-3,-1.633160398E-3
1.291976299E2,2.148504369E-3,2.314636484E-3,-8.095486555E-4
1.292075959E2,1.086435746E-3,-8.654440171E-4,-1.866291044E-3
1.292175609E2,5.241646431E-4,1.391927060E-2,1.226400025E-3
1.292275269E2,-1.202096231E-3,1.986977179E-3,1.221339917E-3
1.292374919E2,2.998539014E-3,-4.844564246E-4,-1.301290933E-3
1.292474579E2,-1.810864080E-3,1.281485660E-3,8.308359538E-4
1.292574239E2,1.972886268E-3,8.422985673E-3,5.844435073E-4
1.292673889E2,3.238154110E-3,1.736320555E-3,-1.402274705E-3
1.292773549E2,2.311797347E-3,-2.927477472E-3,7.325627957E-4
1.292873199E2,-2.850207966E-3,6.956578698E-3,6.942132604E-4
1.292972859E2,3.100898350E-3,2.123287413E-5,-2.388147637E-3
1.293072519E2,3.344045021E-3,5.825858563E-3,-1.565497136E-3
1.293172169E2,4.017012659E-3,-3.592542373E-3,-2.658125246E-3
1.293271829E2,3.085172735E-3,2.126063220E-3,1.493742922E-3
1.293371489E2,1.687545795E-3,-1.511015929E-3,1.319305738E-3
1.293471139E2,-2.030325122E-4,2.874411410E-3,-7.965756231E-4
1.293570799E2,9.078416042E-4,-3.806094872E-3,-1.769646304E-3
1.293670449E2,-6.397212856E-4,5.928823724E-3,2.388347173E-3
1.293770109E2,1.722494140E-3,-4.086127039E-3,9.828086477E-4
1.293869769E2,9.459163994E-4,1.838340890E-3,5.194186233E-4
1.293969419E2,1.973280217E-3,-7.458842359E-3,-4.004907678E-4
1.294069079E2,2.866237890E-3,-6.242843345E-3,-6.572194980E-4
1.294168739E2,1.911715604E-3,4.497308284E-3,-1.665192540E-4
1.294268389E2,3.362339223E-3,-1.812519273E-3,-2.727793762E-4
1.294368049E2,6.142575294E-4,-3.022870980E-3,-1.697180327E-3
1.294467699E2,2.833735896E-3,-1.178493723E-2,3.142049769E-3
1.294567359E2,-7.342500612E-4,-4.331671633E-3,1.065225573E-3
1.294667019E2,2.006941475E-3,-3.909559920E-3,1.654316904E-3
1.294766669E2,6.168916356E-3,-6.198146380E-3,-1.359253074E-3
1.294866329E2,2.307066461E-3,-8.136927150E-3,4.155354574E-3
1.294965979E2,-4.323618487E-5,-1.216012426E-2,3.900659271E-3
1.295065639E2,-1.311433502E-3,6.903315429E-3,8.781143697E-5
1.295165299E2,7.815845311E-4,-1.367622428E-2,-9.860999417E-4
1.295264949E2,6.441650912E-4,-1.147916191E-3,8.376328042E-4
1.295364609E2,8.612917736E-5,-6.634039339E-3,1.573283225E-3
1.295464259E2,-2.565579955E-3,7.215996273E-3,1.383932540E-3
1.295563919E2,-8.428636938E-4,-7.909576409E-3,2.799121197E-3
1.295663579E2,-3.397925757E-4,5.571445217E-4,3.426029347E-3
1.295763229E2,-1.283487305E-3,-1.260446943E-2,1.084982418E-3
1.295862889E2,-3.808164038E-3,5.638450384E-3,3.549737856E-3
1.295962549E2,-4.685493186E-4,-7.371568587E-3,2.803781535E-3
1.296062199E2,-4.152860492E-4,-5.240772851E-3,2.716962714E-3
1.296161859E2,-1.539346762E-3,-5.629884079E-3,2.306892537E-3
1.296261509E2,6.300639361E-4,1.757191843E-3,1.987312920E-3
1.296361169E2,2.789585851E-4,5.003838334E-3,1.709832810E-3
1.296460829E2,-6.400984712E-4,4.603565671E-3,3.982260823E-4
1.296560479E2,-2.217446920E-3,8.150666021E-3,2.198353875E-3
1.296660139E2,-3.655441105E-7,3.506912151E-3,1.542151091E-3
1.296759789E2,-1.821955200E-3,2.052425873E-3,-6.006952026E-4
1.296859449E2,-1.701047178E-3,1.216725912E-3,3.138343454E-4
1.296959109E2,7.012411952E-4,5.909359083E-3,7.132184110E-4
1.297058759E2,-1.048189122E-3,9.554160759E-3,2.511600032E-4
1.297158419E2,-5.657891743E-4,-3.489989555E-3,-9.728617733E-4
1.297258069E2,-6.142589264E-4,2.027547918E-3,1.286564162E-3
1.297357729E2,1.071232371E-3,4.205026198E-3,-1.389308367E-3
1.297457389E2,-7.330588996E-4,1.041391958E-2,-4.199176619E-4
1.297557039E2,5.377681460E-3,1.052785781E-3,-4.154819471E-4
1.297656699E2,1.035663765E-3,5.019031465E-3,1.115576015E-4
1.297756359E2,7.658386603E-4,4.707331304E-3,1.243810169E-3
1.297856009E2,1.963994931E-3,6.112947594E-3,-1.295780297E-3
1.297955669E2,1.671892591E-3,2.438961063E-3,-3.246681590E-4
1.298055319E2,3.921731375E-3,-4.264747724E-3,1.635418390E-3
1.298154979E2,-3.708505072E-3,8.096449077E-3,4.521550611E-3
1.298254639E2,7.962319069E-4,-2.166841645E-3,1.893863082E-4
1.298354289E2,1.589600928E-3,2.196080750E-3,-3.291955218E-4
1.298453949E2,2.041006926E-3,-1.723293215E-3,-1.551852794E-3
1.298553599E2,3.054629313E-3,2.090808004E-3,-3.372563224E-4
1.298653259E2,2.989914501E-3,-3.083980177E-3,1.578252995E-4
1.298752919E2,4.160716198E-4,-5.974562839E-3,1.292979578E-4
1.298852569E2,3.262990853E-3,-1.914840308E-3,1.332926913E-4
1.298952229E2,-1.932939049E-3,2.955711097E-4,-2.115715295E-3
1.299051889E2,2.005876508E-3,-5.114641041E-3,-1.398792258E-3
1.299151539E2,2.144416794E-3,-8.936109021E-3,6.255890476E-4
1.299251199E2,-9.183958173E-5,-3.702198155E-3,3.729673335E-5
1.299350849E2,-4.563564435E-4,-1.365241478E-3,4.474738380E-4
1.299450509E2,-1.032664906E-3,-5.555192940E-3,-4.214123357E-3
1.299550169E2,3.104197094E-3,-9.301950224E-3,-1.243078965E-3
1.299649819E2,-3.443304449E-4,-3.312500194E-3,-2.886020229E-4
1.299749479E2,7.456634194E-4,-3.487036796E-3,1.853249036E-3
1.299849129E2,-1.225271262E-4,-4.760560114E-3,1.011956250E-3
1.299948789E2,2.747904276E-3,-5.573737435E-3,3.181365319E-3
1.300048456E2,6.653121673E-4,-6.004636176E-3,-3.140337067E-4
1.300148106E2,-1.945047639E-3,4.972413182E-3,-1.385369571E-3
1.300247766E2,-1.394039486E-3,-1.088644378E-2,3.099393565E-3
1.300347426E2,-3.963809926E-3,-2.120546997E-3,-3.629763960E-4
1.300447076E2,-3.707879689E-3,-1.017554384E-2,-2.365407068E-3
1.300546736E2,-6.362688728E-4,1.564379083E-3,-1.524422201E-3
1.300646386E2,1.938208938E-3,-7.362536620E-3,-2.670646645E-3
1.300746046E2,-3.600283526E-4,-1.438568812E-3,1.616562717E-3
1.300845706E2,-1.011691056E-4,-3.375219647E-3,3.877801937E-4
1.300945356E2,-1.227301080E-3,-9.390835767E-4,6.095339195E-4
1.301045016E2,-2.207610756E-3,-2.840846777E-3,7.786446367E-4
1.301144666E2,-1.382396091E-3,-4.665925168E-3,6.016524276E-5
1.301244326E2,-2.599992789E-3,1.916077454E-3,3.965891665E-5
1.301343986E2,-2.725305501E-3,-5.825529341E-3,2.541977447E-4
1.301443636E2,-3.412933555E-3,8.975787088E-3,1.961017493E-3
1.301543296E2,-9.409347549E-4,5.809724331E-3,-9.912573732E-4
1.301642956E2,-5.454551429E-4,6.016385276E-3,-2.295673825E-3
1.301742606E2,-2.450821456E-3,1.863652724E-3,1.039832714E-3
