"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
3.178839847E2,6.036727592E1,5.344350348E0,2.108390091E1,1.462358854E1,1.590507660E2,4.653199010E0,4.653199010E0
3.188839496E2,6.036714897E1,5.344447920E0,2.124723182E1,1.482357263E1,1.599865265E2,7.362593291E0,7.362593291E0
3.198839002E2,6.036702391E1,5.344535660E0,2.152260708E1,1.478772053E1,1.623505096E2,8.281959036E0,8.281959036E0
3.208838531E2,6.036689928E1,5.344594155E0,2.204883065E1,1.475182105E1,1.673128357E2,1.086309508E1,1.086309508E1
3.218838086E2,6.036676913E1,5.344653580E0,2.329646369E1,1.472444149E1,1.671422577E2,1.393559406E1,1.393559406E1
3.228837664E2,6.036665209E1,5.344707522E0,2.366355001E1,1.363491747E1,1.671422577E2,1.268803936E1,1.268803936E1
3.238837271E2,6.036654671E1,5.344755652E0,2.361536554E1,1.251722079E1,1.678334351E2,1.212183419E1,1.212183419E1
3.248836889E2,6.036644525E1,5.344799820E0,2.397894200E1,1.171463246E1,1.678334351E2,1.173098710E1,1.173098710E1
3.258836524E2,6.036635349E1,5.344839406E0,2.387704885E1,1.095984003E1,1.679895477E2,1.142603255E1,1.142603255E1
3.268836179E2,6.036626518E1,5.344877338E0,2.371522710E1,1.042418487E1,1.679895477E2,1.106078403E1,1.106078403E1
3.278835846E2,6.036618198E1,5.344913081E0,2.374779526E1,9.900542013E0,1.679895477E2,1.088413695E1,1.088413695E1
3.288835531E2,6.036609913E1,5.344948668E0,2.335300848E1,9.616951204E0,1.679895477E2,1.081011246E1,1.081011246E1
3.298835227E2,6.036602495E1,5.344980535E0,2.275811912E1,8.893542629E0,1.679895477E2,1.071754013E1,1.071754013E1
3.308834943E2,6.036595652E1,5.345009932E0,2.262050102E1,8.203127654E0,1.679895477E2,1.100113432E1,1.100113432E1
3.318834661E2,6.036589418E1,5.345036711E0,2.263998453E1,7.551312442E0,1.679895477E2,1.095805537E1,1.095805537E1
3.328834389E2,6.036583498E1,5.345062140E0,2.282188568E1,6.946813861E0,1.679895477E2,1.168928794E1,1.168928794E1
3.338834138E2,6.036578502E1,5.345083602E0,2.237898898E1,6.019847225E0,1.679895477E2,1.211564287E1,1.211564287E1
3.348833892E2,6.036574190E1,5.345102125E0,2.269977062E1,5.088933867E0,1.679895477E2,1.284694842E1,1.284694842E1
3.358833659E2,6.036570961E1,5.345115995E0,2.224625569E1,4.008031543E0,1.679895477E2,1.280440576E1,1.280440576E1
3.368833445E2,6.036568587E1,5.345126194E0,2.197265873E1,2.896870678E0,1.679895477E2,1.260293748E1,1.260293748E1
3.378833222E2,6.036566799E1,5.345133874E0,2.210980862E1,2.052475154E0,1.679895477E2,1.272888182E1,1.272888182E1
3.388833011E2,6.036565155E1,5.345140938E0,2.204728387E1,1.409205629E0,1.679895477E2,1.332574297E1,1.332574297E1
3.398832806E2,6.036564593E1,5.345143353E0,2.223168705E1,0.000000000E0,1.679895477E2,1.359115812E1,1.359115812E1
3.408832603E2,6.036564234E1,5.345144894E0,2.237358710E1,0.000000000E0,1.679895477E2,1.379041619E1,1.379041619E1
3.418832420E2,6.036563795E1,5.345146781E0,2.244388548E1,0.000000000E0,1.679895477E2,1.436414686E1,1.436414686E1
3.428832237E2,6.036563628E1,5.345147495E0,2.340862343E1,0.000000000E0,1.679895477E2,1.530272232E1,1.530272232E1
3.438832060E2,6.036563350E1,5.345148734E0,2.345402712E1,0.000000000E0,1.674016724E2,1.546338687E1,1.546338687E1
3.448831884E2,6.036563360E1,5.345148690E0,2.380380224E1,0.000000000E0,1.674016724E2,1.595206404E1,1.595206404E1
3.458831716E2,6.036563360E1,5.345148690E0,2.380380224E1,0.000000000E0,1.674016724E2,1.595206404E1,1.595206404E1
3.468831552E2,6.036563360E1,5.345148690E0,2.380380224E1,0.000000000E0,1.674016724E2,1.595206404E1,1.595206404E1
3.478831397E2,6.036563360E1,5.345148690E0,2.380380224E1,0.000000000E0,1.674016724E2,1.595206404E1,1.595206404E1
3.488831245E2,6.036563360E1,5.345148690E0,2.380380224E1,0.000000000E0,1.674016724E2,1.595206408E1,1.595206408E1
3.498831087E2,6.036563360E1,5.345148690E0,2.380380224E1,0.000000000E0,1.674016724E2,1.595206408E1,1.595206408E1
3.508830942E2,6.036563360E1,5.345148690E0,2.380380224E1,0.000000000E0,1.674016724E2,1.595206404E1,1.595206404E1
3.518830806E2,6.036563360E1,5.345148690E0,2.380380224E1,0.000000000E0,1.674016724E2,1.595206404E1,1.595206404E1
3.528830655E2,6.036563360E1,5.345148690E0,2.380380224E1,0.000000000E0,1.674016724E2,1.595206404E1,1.595206404E1
3.538830522E2,6.036563360E1,5.345148690E0,2.380380224E1,0.000000000E0,1.674016724E2,1.595206404E1,1.595206404E1
3.548830386E2,6.036563360E1,5.345148690E0,2.380380224E1,0.000000000E0,1.674016724E2,1.595206404E1,1.595206404E1
3.558830255E2,6.036563360E1,5.345148690E0,2.380380224E1,0.000000000E0,1.674016724E2,1.595206404E1,1.595206404E1
3.568830119E2,6.036563496E1,5.345148063E0,2.380380224E1,0.000000000E0,1.679895477E2,1.595353967E1,1.595353967E1
3.578829993E2,6.036563360E1,5.345148690E0,2.380380224E1,0.000000000E0,1.674016724E2,1.595206404E1,1.595206404E1
3.588829871E2,6.036563360E1,5.345148690E0,2.380380224E1,0.000000000E0,1.674016724E2,1.595206401E1,1.595206401E1
3.598829755E2,6.036563360E1,5.345148690E0,2.380380224E1,0.000000000E0,1.674016724E2,1.595206404E1,1.595206404E1
3.608829628E2,6.036563360E1,5.345148690E0,2.380380224E1,0.000000000E0,1.674016724E2,1.595206404E1,1.595206404E1
3.618829511E2,6.036562222E1,5.345153826E0,2.321635222E1,0.000000000E0,1.674016724E2,2.076057286E1,2.076057286E1
3.628829386E2,6.036561360E1,5.345157712E0,2.313757328E1,0.000000000E0,1.674016724E2,2.078824929E1,2.078824929E1
3.638829272E2,6.036558630E1,5.345170033E0,2.303577582E1,2.428440012E0,1.674016724E2,2.056527590E1,2.056527590E1
3.648829161E2,6.036558994E1,5.345168392E0,2.304382004E1,0.000000000E0,1.674016724E2,2.058809150E1,2.058809150E1
3.658829043E2,6.036550905E1,5.345204896E0,2.295975874E1,4.987973373E0,1.674016724E2,1.945687129E1,1.945687129E1
3.668828930E2,6.036545277E1,5.345230291E0,2.302076351E1,6.322830740E0,1.674016724E2,1.959436066E1,1.959436066E1
3.678828816E2,6.036538425E1,5.345261212E0,2.315437227E1,7.637156980E0,1.674016724E2,1.980537497E1,1.980537497E1
3.688828706E2,6.036530362E1,5.345297602E0,2.332392549E1,8.869796211E0,1.674016724E2,2.023002858E1,2.023002858E1
3.698828595E2,6.036521192E1,5.345338981E0,2.334510124E1,1.001520988E1,1.674016724E2,2.047761637E1,2.047761637E1
3.708828490E2,6.036511165E1,5.345384232E0,2.337432880E1,1.107437145E1,1.674016724E2,2.095365672E1,2.095365672E1
3.718828385E2,6.036500517E1,5.345432283E0,2.322220927E1,1.202653306E1,1.674016724E2,2.065545922E1,2.065545922E1
3.728828274E2,6.036489454E1,5.345482155E0,2.315798636E1,1.291754814E1,1.686146545E2,2.037721215E1,2.037721215E1
3.738828170E2,6.036477376E1,5.345531265E0,2.329890268E1,1.368626334E1,1.686146545E2,2.021725351E1,2.021725351E1
3.748828067E2,6.036464718E1,5.345582729E0,2.331253703E1,1.420245780E1,1.686146545E2,1.966205530E1,1.966205530E1
3.758827964E2,6.036452296E1,5.345633238E0,2.322475246E1,1.415226226E1,1.686146545E2,1.941181206E1,1.941181206E1
3.768827863E2,6.036439814E1,5.345683989E0,2.320321203E1,1.412344713E1,1.686146545E2,1.945841527E1,1.945841527E1
3.778827753E2,6.036427404E1,5.345734449E0,2.313784410E1,1.405610458E1,1.686146545E2,1.904669645E1,1.904669645E1
3.788827660E2,6.036414883E1,5.345785358E0,2.319074486E1,1.404946845E1,1.686146545E2,1.914642762E1,1.914642762E1
3.798827550E2,6.036402446E1,5.345835925E0,2.318776913E1,1.402776357E1,1.686146545E2,1.915939720E1,1.915939720E1
3.808827455E2,6.036389839E1,5.345889751E0,2.327901245E1,1.402095982E1,1.680613708E2,1.878496009E1,1.878496009E1
3.818827357E2,6.036377356E1,5.345943048E0,2.307351074E1,1.403998279E1,1.680613708E2,1.803853074E1,1.803853074E1
3.828827252E2,6.036364861E1,5.345996392E0,2.311867651E1,1.406239747E1,1.680613708E2,1.753140700E1,1.753140700E1
3.838827156E2,6.036352311E1,5.346049971E0,2.284129050E1,1.408468578E1,1.680613708E2,1.721245454E1,1.721245454E1
3.848827058E2,6.036340458E1,5.346094242E0,2.293657341E1,1.405738973E1,1.701461487E2,1.731104780E1,1.731104780E1
3.858826952E2,6.036328216E1,5.346135725E0,2.307443960E1,1.409650414E1,1.716751862E2,1.804080352E1,1.804080352E1
3.868826864E2,6.036315714E1,5.346172663E0,2.307076953E1,1.409359922E1,1.716751862E2,1.865375895E1,1.865375895E1
3.878826760E2,6.036303437E1,5.346205460E0,2.311634983E1,1.408793518E1,1.730552826E2,1.893296265E1,1.893296265E1
3.888826661E2,6.036291808E1,5.346224098E0,2.320127482E1,1.402047370E1,1.762030487E2,1.985421500E1,1.985421500E1
3.898826565E2,6.036279988E1,5.346232749E0,2.323587188E1,1.395556476E1,1.782825165E2,2.129313147E1,2.129313147E1
3.908826461E2,6.036268135E1,5.346231083E0,2.338641412E1,1.395278132E1,1.806447449E2,2.316323361E1,2.316323361E1
3.918826370E2,6.036255918E1,5.346220541E0,2.348477880E1,1.403291957E1,1.826286163E2,2.452491472E1,2.452491472E1
3.928826270E2,6.036243388E1,5.346204188E0,2.356351270E1,1.406683507E1,1.843546143E2,2.373442539E1,2.373442539E1
3.938826178E2,6.036230753E1,5.346176873E0,2.344916299E1,1.413831022E1,1.867867889E2,2.333145323E1,2.333145323E1
3.948826084E2,6.036219047E1,5.346138080E0,2.320747597E1,1.412315645E1,1.903209991E2,2.404484687E1,2.404484687E1
3.958825984E2,6.036207974E1,5.346085137E0,2.361240038E1,1.404607572E1,1.942598724E2,2.562868272E1,2.562868272E1
3.968825883E2,6.036196281E1,5.346019371E0,2.388399820E1,1.403502186E1,1.970100403E2,2.521179436E1,2.521179436E1
3.978825796E2,6.036183640E1,5.345941297E0,2.395438985E1,1.407308677E1,1.970100403E2,2.438963793E1,2.438963793E1
3.988825694E2,6.036171560E1,5.345861597E0,2.346275028E1,1.411229676E1,1.980417786E2,2.238492777E1,2.238492777E1
3.998825604E2,6.036159232E1,5.345780532E0,2.327574190E1,1.408595932E1,1.980417786E2,2.093503707E1,2.093503707E1
4.008825513E2,6.036146926E1,5.345699603E0,2.294316756E1,1.408679003E1,1.980417786E2,1.974293523E1,1.974293523E1
4.018825403E2,6.036134687E1,5.345619122E0,2.282217603E1,1.405463361E1,1.980417786E2,1.824657407E1,1.824657407E1
4.028825318E2,6.036122486E1,5.345538892E0,2.261139140E1,1.408752784E1,1.980417786E2,1.689020514E1,1.689020514E1
4.038825223E2,6.036110394E1,5.345459007E0,2.289955577E1,1.405633898E1,1.981991272E2,1.581810764E1,1.581810764E1
4.048825127E2,6.036097937E1,5.345376327E0,2.284774944E1,1.426482406E1,1.981991272E2,1.623628695E1,1.623628695E1
4.058825027E2,6.036085291E1,5.345292391E0,2.285978486E1,1.464679747E1,1.981991272E2,1.526432317E1,1.526432317E1
4.068824935E2,6.036072575E1,5.345207994E0,2.292009926E1,1.480066171E1,1.981991272E2,1.428277127E1,1.428277127E1
4.078824841E2,6.036059808E1,5.345123256E0,2.315807850E1,1.481671746E1,1.981991272E2,1.320590286E1,1.320590286E1
4.088824749E2,6.036047180E1,5.345039441E0,2.290847620E1,1.480236169E1,1.981991272E2,1.257312587E1,1.257312587E1
4.098824652E2,6.036034642E1,5.344956222E0,2.278146027E1,1.474538999E1,1.981991272E2,1.214584860E1,1.214584860E1
4.108824555E2,6.036021860E1,5.344871383E0,2.256976042E1,1.477649406E1,1.981991272E2,1.152714361E1,1.152714361E1
4.118824463E2,6.036009145E1,5.344789692E0,2.246771156E1,1.473319327E1,1.972593842E2,1.085814900E1,1.085814900E1
4.128824371E2,6.035996476E1,5.344710228E0,2.217213908E1,1.470702612E1,1.972593842E2,1.030110936E1,1.030110936E1
4.138824278E2,6.035984318E1,5.344632744E0,2.203350473E1,1.465841571E1,1.991477356E2,9.734725253E0,9.734725253E0
4.148824176E2,6.035972156E1,5.344545429E0,2.176539921E1,1.463764774E1,2.010509644E2,9.620451108E0,9.620451108E0
4.158824092E2,6.035960582E1,5.344454004E0,2.147563160E1,1.452360426E1,2.055325317E2,9.614199691E0,9.614199691E0
4.168823996E2,6.035948769E1,5.344342683E0,2.156749386E1,1.411436389E1,2.048094025E2,1.014414756E1,1.014414756E1
4.178823899E2,6.035938766E1,5.344238609E0,2.144078412E1,1.302459970E1,2.081998596E2,1.081777711E1,1.081777711E1
4.188823800E2,6.035929613E1,5.344137359E0,2.173190215E1,1.198675427E1,2.096492767E2,1.127762821E1,1.127762821E1
4.198823714E2,6.035920352E1,5.344030936E0,2.208981694E1,1.167843436E1,2.096492767E2,1.245477415E1,1.245477415E1
4.208823614E2,6.035911362E1,5.343927624E0,2.221986824E1,1.121396656E1,2.096492767E2,1.297158171E1,1.297158171E1
4.218823519E2,6.035903110E1,5.343832795E0,2.187265688E1,1.053741650E1,2.096492767E2,1.268503332E1,1.268503332E1
4.228823431E2,6.035895290E1,5.343743370E0,2.146640026E1,9.992085670E0,2.095167084E2,1.161633016E1,1.161633016E1
4.238823340E2,6.035887890E1,5.343658789E0,2.108854724E1,9.532151749E0,2.095167084E2,1.085201502E1,1.085201502E1
4.248823237E2,6.035880881E1,5.343578679E0,2.093247345E1,9.052118271E0,2.095167084E2,1.019581477E1,1.019581477E1
4.258823154E2,6.035874257E1,5.343502962E0,2.088253172E1,8.481098589E0,2.095167084E2,9.690568368E0,9.690568368E0
4.268823050E2,6.035868634E1,5.343438690E0,2.057554419E1,7.220689446E0,2.095167084E2,9.075048540E0,9.075048540E0
4.278822966E2,6.035863522E1,5.343380267E0,2.056252881E1,6.494010094E0,2.095167084E2,9.299820011E0,9.299820011E0
4.288822865E2,6.035858793E1,5.343326210E0,2.055260396E1,5.992136464E0,2.095167084E2,9.575048681E0,9.575048681E0
4.298822781E2,6.035854279E1,5.343274913E0,2.059208789E1,5.532166152E0,2.093291168E2,9.490993020E0,9.490993020E0
4.308822680E2,6.035849926E1,5.343228054E0,2.063842716E1,5.045917828E0,2.067916260E2,9.384193390E0,9.384193390E0
4.318839093E2,6.035846119E1,5.343189243E0,2.043023742E1,4.589561629E0,2.067916260E2,9.764427130E0,9.764427130E0
4.328835919E2,6.035842881E1,5.343156241E0,2.053259139E1,4.317276096E0,2.067916260E2,9.677697897E0,9.677697897E0
4.338835759E2,6.035839485E1,5.343121618E0,2.067799889E1,4.300196944E0,2.067916260E2,9.498501917E0,9.498501917E0
4.348838921E2,6.035836081E1,5.343086917E0,2.058891811E1,4.255255879E0,2.067916260E2,9.337599263E0,9.337599263E0
4.358835657E2,6.035832857E1,5.343054047E0,2.081061291E1,4.250974153E0,2.067916260E2,9.233951619E0,9.233951619E0
4.368835434E2,6.035829537E1,5.343020208E0,2.071237145E1,4.316742204E0,2.067916260E2,8.612011981E0,8.612011981E0
4.378838564E2,6.035826734E1,5.342987579E0,2.049186828E1,4.379542096E0,2.121919403E2,7.893983134E0,7.893983134E0
4.388835166E2,6.035823451E1,5.342944877E0,2.037445887E1,4.488613158E0,2.171587982E2,7.499831931E0,7.499831931E0
4.398834845E2,6.035820661E1,5.342900717E0,1.989745869E1,4.588667215E0,2.305705414E2,4.670252638E0,4.670252638E0
4.408837910E2,6.035818020E1,5.342833123E0,1.947301554E1,4.617240203E0,2.356607208E2,4.669564820E0,4.669564820E0
4.418837763E2,6.035816205E1,5.342774383E0,1.941859309E1,4.581122527E0,2.451288757E2,4.668136861E0,4.668136861E0
4.428837419E2,6.035814910E1,5.342712725E0,1.930066557E1,4.432118905E0,2.571115112E2,4.666275806E0,4.666275806E0
4.438833969E2,6.035812597E1,5.342633983E0,1.948242954E1,4.410591823E0,2.633003235E2,4.664824339E0,4.664824339E0
4.448833824E2,6.035812680E1,5.342554218E0,1.977725590E1,4.183618021E0,2.700000000E2,4.662442010E0,4.662442010E0
4.458833525E2,6.035813519E1,5.342468481E0,1.986612753E1,4.065431594E0,2.734633484E2,4.658529687E0,4.658529687E0
4.468833250E2,6.035813332E1,5.342395461E0,2.009083150E1,3.821906113E0,2.733613281E2,4.653360266E0,4.653360266E0
4.478832986E2,6.035813874E1,5.342327777E0,2.051697757E1,3.569795435E0,2.733613281E2,4.645786865E0,4.645786865E0
4.488832731E2,6.035814702E1,5.342268096E0,2.070239717E1,3.186592616E0,2.834286804E2,4.641528525E0,4.641528525E0
4.498832483E2,6.035815861E1,5.342223345E0,2.060534457E1,2.718241628E0,2.834286804E2,4.636643080E0,4.636643080E0
4.508832246E2,6.035816582E1,5.342176440E0,2.079023079E1,2.399470302E0,2.835609741E2,4.633342300E0,4.633342300E0
4.518832023E2,6.035817056E1,5.342148276E0,2.082082734E1,1.886819945E0,2.835609741E2,4.628810918E0,4.628810918E0
4.528831807E2,6.035817474E1,5.342122951E0,2.096672716E1,1.452440401E0,2.835609741E2,4.625002121E0,4.625002121E0
4.538831589E2,6.035817623E1,5.342112781E0,2.077638895E1,0.000000000E0,2.835609741E2,4.635951143E0,4.635951143E0
4.548831384E2,6.035817827E1,5.342108966E0,2.080892214E1,0.000000000E0,2.835609741E2,4.634476992E0,4.634476992E0
4.558831183E2,6.035818102E1,5.342103023E0,2.067256215E1,0.000000000E0,2.835609741E2,4.633798332E0,4.633798332E0
4.568830993E2,6.035818294E1,5.342099396E0,2.102239198E1,0.000000000E0,2.835609741E2,4.634940019E0,4.634940019E0
4.578830798E2,6.035818499E1,5.342097129E0,2.111957872E1,0.000000000E0,2.835609741E2,4.634828800E0,4.634828800E0
4.588830616E2,6.035818499E1,5.342097129E0,2.111957872E1,0.000000000E0,2.835609741E2,4.633957652E0,4.633957652E0
4.598830432E2,6.035818499E1,5.342097129E0,2.111957872E1,0.000000000E0,2.835609741E2,4.630804049E0,4.630804049E0
4.608830266E2,6.035818499E1,5.342097129E0,2.111957872E1,0.000000000E0,2.835609741E2,4.669514836E0,4.669514836E0
4.618830078E2,6.035818499E1,5.342097129E0,2.111957872E1,0.000000000E0,2.835609741E2,4.670856001E0,4.670856001E0
4.628829907E2,6.035818499E1,5.342097129E0,2.111957872E1,0.000000000E0,2.835609741E2,4.669911260E0,4.669911260E0
4.638829747E2,6.035818499E1,5.342097129E0,2.111957872E1,0.000000000E0,2.835609741E2,4.669459237E0,4.669459237E0
4.648829589E2,6.035818499E1,5.342097129E0,2.111957872E1,0.000000000E0,2.835609741E2,4.669325710E0,4.669325710E0
4.658829437E2,6.035818499E1,5.342097129E0,2.111957872E1,0.000000000E0,2.835609741E2,4.670353196E0,4.670353196E0
4.668829274E2,6.035818499E1,5.342097129E0,2.111957872E1,0.000000000E0,2.835609741E2,4.672115263E0,4.672115263E0
4.678829134E2,6.035818499E1,5.342097129E0,2.111957872E1,0.000000000E0,2.835609741E2,4.673832051E0,4.673832051E0
4.688828974E2,6.035818499E1,5.342097129E0,2.111957872E1,0.000000000E0,2.835609741E2,4.675639448E0,4.675639448E0
4.698828827E2,6.035818499E1,5.342097129E0,2.111957872E1,0.000000000E0,2.835609741E2,4.677055917E0,4.677055917E0
4.708828682E2,6.035818499E1,5.342097129E0,2.111957872E1,0.000000000E0,2.835609741E2,4.678244742E0,4.678244742E0
4.718828534E2,6.035818499E1,5.342097129E0,2.111957872E1,0.000000000E0,2.835609741E2,4.679663985E0,4.679663985E0
4.728828396E2,6.035818499E1,5.342097129E0,2.111957872E1,0.000000000E0,2.835609741E2,4.680658872E0,4.680658872E0
4.738828267E2,6.035818499E1,5.342097129E0,2.111957872E1,0.000000000E0,2.835609741E2,4.681576686E0,4.681576686E0
4.748828123E2,6.035818499E1,5.342097129E0,2.111957872E1,0.000000000E0,2.835609741E2,4.682407093E0,4.682407093E0
4.758827988E2,6.035818499E1,5.342097129E0,2.111957872E1,0.000000000E0,2.835609741E2,4.683283980E0,4.683283980E0
4.768827864E2,6.035818499E1,5.342097129E0,2.111957872E1,0.000000000E0,2.835609741E2,4.684159109E0,4.684159109E0
4.778827734E2,6.035818499E1,5.342097129E0,2.111957872E1,0.000000000E0,2.835609741E2,4.684381206E0,4.684381206E0
4.788827592E2,6.035818499E1,5.342097129E0,2.111957872E1,0.000000000E0,2.835609741E2,4.684508082E0,4.684508082E0
4.798827473E2,6.035818499E1,5.342097129E0,2.111957872E1,0.000000000E0,2.835609741E2,4.684864070E0,4.684864070E0
4.808827330E2,6.035818499E1,5.342097129E0,2.111957872E1,0.000000000E0,2.835609741E2,4.685136698E0,4.685136698E0
4.818827219E2,6.035817911E1,5.342049553E0,2.059967328E1,0.000000000E0,2.835609741E2,4.685328066E0,4.685328066E0
4.828827085E2,6.035818087E1,5.342034894E0,2.060830852E1,0.000000000E0,2.835609741E2,4.685864461E0,4.685864461E0
4.838826952E2,6.035818334E1,5.342014215E0,2.059897601E1,0.000000000E0,2.835609741E2,4.686175971E0,4.686175971E0
4.848826835E2,6.035819478E1,5.341929095E0,2.054656099E1,3.031290863E0,2.861487427E2,4.678105153E0,4.678105153E0
4.858826720E2,6.035820492E1,5.341858378E0,2.056930820E1,3.976293285E0,2.861487427E2,4.679909939E0,4.679909939E0
4.868826586E2,6.035821635E1,5.341778676E0,2.063718874E1,4.853713574E0,2.861487427E2,4.682072602E0,4.682072602E0
4.878826461E2,6.035823020E1,5.341682164E0,2.072317638E1,5.873693425E0,2.861487427E2,4.682877701E0,4.682877701E0
4.888826342E2,6.035824552E1,5.341575265E0,2.084790070E1,6.806550477E0,2.860501404E2,4.683550204E0,4.683550204E0
4.898826218E2,6.035826458E1,5.341441541E0,2.084201569E1,7.855301842E0,2.860501404E2,4.684987001E0,4.684987001E0
4.908826108E2,6.035828589E1,5.341293738E0,2.099575830E1,8.849733294E0,2.860090027E2,4.685938401E0,4.685938401E0
4.918825984E2,6.035831012E1,5.341123254E0,2.096490533E1,9.774164329E0,2.860090027E2,4.686749296E0,4.686749296E0
4.928825865E2,6.035833892E1,5.340920563E0,2.091970918E1,1.076011893E1,2.860090027E2,4.686990227E0,4.686990227E0
4.938825747E2,6.035838424E1,5.340721998E0,2.078225912E1,1.158400664E1,2.862570801E2,4.692083064E0,4.692083064E0
4.948825636E2,6.035841211E1,5.340517834E0,2.120380020E1,1.217943521E1,2.862570801E2,4.873114681E0,4.873114681E0
4.958825511E2,6.035844035E1,5.340305269E0,2.159720462E1,1.266592502E1,2.862570801E2,5.238907908E0,5.238907908E0
4.968825406E2,6.035847004E1,5.340074526E0,2.165913060E1,1.324136879E1,2.866109314E2,5.745728576E0,5.745728576E0
4.978825287E2,6.035850198E1,5.339834864E0,2.178094643E1,1.375936122E1,2.798366089E2,6.328942250E0,6.328942250E0
4.988825164E2,6.035852044E1,5.339601896E0,2.184141087E1,1.411181836E1,2.757494507E2,6.946192529E0,6.946192529E0
4.998825052E2,6.035852206E1,5.339391760E0,2.202611267E1,1.424829418E1,2.757494507E2,7.625869334E0,7.625869334E0
5.008824933E2,6.035851925E1,5.339192667E0,2.253438233E1,1.418240481E1,2.726422119E2,8.296968488E0,8.296968488E0
5.018824813E2,6.035852599E1,5.338953898E0,2.277392361E1,1.422935540E1,2.690673218E2,8.661405073E0,8.661405073E0
6.538808063E2,6.034781231E1,5.294018568E0,2.273536491E1,9.367226794E0,-1.000000000E0,3.389360232E2,3.389360232E2
6.548807946E2,6.034770028E1,5.293583821E0,-1.305969515E1,9.726049423E0,2.986836642E2,3.389360232E2,3.389360232E2
6.558807843E2,6.034770939E1,5.293061241E0,3.965307019E1,1.098477583E1,2.965523464E2,3.063424079E1,3.063424079E1
6.568807732E2,6.034782733E1,5.292935314E0,3.999040355E1,1.055876753E1,2.933486328E2,1.565469507E1,1.565469507E1
6.578807621E2,6.034786748E1,5.292747586E0,4.071938209E1,1.015913487E1,2.933486328E2,9.759258944E0,9.759258944E0
6.588807510E2,6.034790207E1,5.292585930E0,4.124528881E1,1.002291164E1,2.933486328E2,6.971297009E0,6.971297009E0
6.598820399E2,6.034793642E1,5.292425355E0,4.124259076E1,1.037763606E1,2.933486328E2,5.482811800E0,5.482811800E0
6.608820384E2,6.034797445E1,5.292247576E0,4.127525419E1,1.083942639E1,2.933486328E2,4.837241648E0,4.837241648E0
6.618820431E2,6.034801281E1,5.292068214E0,4.194732308E1,1.081304597E1,2.933486328E2,4.526738035E0,4.526738035E0
6.628820510E2,6.034803920E1,5.291871674E0,4.258475917E1,1.070649757E1,2.933486328E2,4.339375518E0,4.339375518E0
6.638817356E2,6.034808164E1,5.291690817E0,4.391352915E1,1.042740685E1,2.933486328E2,4.261595828E0,4.261595828E0
6.648817489E2,6.034812409E1,5.291525692E0,4.431966831E1,1.002966325E1,2.933486328E2,4.273492164E0,4.273492164E0
6.658820891E2,6.034816050E1,5.291369879E0,4.452075323E1,9.214048340E0,2.933486328E2,4.293043861E0,4.293043861E0
6.668821045E2,6.034817711E1,5.291230776E0,4.658055328E1,8.560116611E0,2.933486328E2,4.322810188E0,4.322810188E0
6.678821211E2,6.034821678E1,5.291114726E0,4.758591993E1,8.237019917E0,2.933486328E2,4.348340144E0,4.348340144E0
6.688821369E2,6.034824418E1,5.290986722E0,4.827606624E1,8.145716297E0,2.933798523E2,4.369569808E0,4.369569808E0
6.698818270E2,6.034827540E1,5.290841027E0,4.826352281E1,8.267677938E0,2.933798523E2,4.394668877E0,4.394668877E0
6.708818433E2,6.034830663E1,5.290695232E0,4.917351089E1,8.366517121E0,2.933798523E2,4.410633456E0,4.410633456E0
6.718818580E2,6.034833680E1,5.290554428E0,4.958899039E1,8.419204620E0,2.933798523E2,4.421686887E0,4.421686887E0
6.728818748E2,6.034836359E1,5.290429386E0,5.051377713E1,8.312994777E0,2.933798523E2,4.439386385E0,4.439386385E0
6.738818944E2,6.034839182E1,5.290297575E0,5.069352037E1,8.089810831E0,2.933798523E2,4.450395147E0,4.450395147E0
6.748819134E2,6.034841828E1,5.290174076E0,5.096551551E1,7.440955226E0,2.933798523E2,4.456781622E0,4.456781622E0
6.758819309E2,6.034844008E1,5.290072318E0,5.088255315E1,6.346162736E0,2.933798523E2,4.458667105E0,4.458667105E0
6.768819474E2,6.034845841E1,5.289986776E0,5.059437045E1,5.304983825E0,2.933798523E2,4.461279256E0,4.461279256E0
6.778819622E2,6.034847461E1,5.289911143E0,5.101873029E1,4.828911082E0,2.933798523E2,4.471908196E0,4.471908196E0
6.788819751E2,6.034848971E1,5.289840694E0,5.090734786E1,4.208517076E0,2.933798523E2,4.475144583E0,4.475144583E0
6.798819863E2,6.034850352E1,5.289776196E0,5.084549069E1,3.822875155E0,2.933798523E2,4.484288594E0,4.484288594E0
6.808819965E2,6.034851524E1,5.289721518E0,5.078790705E1,3.245460051E0,2.933798523E2,4.491305397E0,4.491305397E0
6.818820063E2,6.034852400E1,5.289680623E0,5.064100841E1,2.449307324E0,2.933798523E2,4.495805720E0,4.495805720E0
6.828820146E2,6.034853008E1,5.289652252E0,5.058115968E1,1.634915476E0,2.933798523E2,4.500555843E0,4.500555843E0
6.838820207E2,6.034853172E1,5.289644586E0,5.049884250E1,0.000000000E0,2.933798523E2,4.520754549E0,4.520754549E0
6.848820269E2,6.034853383E1,5.289634758E0,5.033786836E1,0.000000000E0,2.933798523E2,4.528347120E0,4.528347120E0
