"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.600030253E2,2.439926147E-1,3.787124634E-2,9.860145721E0
3.600129913E2,2.429447937E-1,2.694396973E-3,9.917925568E0
3.600229573E2,1.676513672E-1,2.963836670E-2,9.902357941E0
3.600329223E2,1.520837402E-1,-1.796264648E-3,9.799222412E0
3.600428883E2,1.507365417E-1,4.580474854E-2,9.804461517E0
3.600528533E2,1.185534668E-1,4.370910645E-2,9.843530273E0
3.600628193E2,2.160008240E-1,5.822891235E-2,9.905202026E0
3.600727843E2,2.360591125E-1,3.532653809E-2,9.909842377E0
3.600827503E2,2.008822632E-1,5.927673340E-2,9.840087433E0
3.600927153E2,1.559756470E-1,2.604583740E-2,9.827962646E0
3.601026813E2,1.166075134E-1,8.307723999E-2,9.830657043E0
3.601126473E2,1.203497314E-1,5.119354248E-2,9.915081482E0
3.601226123E2,3.281176758E-1,8.038284302E-2,9.914782104E0
3.601325783E2,1.607656860E-1,4.101470947E-2,9.923314362E0
3.601425433E2,2.460882568E-1,6.750961304E-2,9.814790039E0
3.601525093E2,3.832031250E-2,2.948867798E-2,9.825118561E0
3.601624743E2,2.330653381E-1,6.271957397E-2,9.829459534E0
3.601724403E2,1.199006653E-1,3.487747192E-2,9.919123077E0
3.601824063E2,3.842509460E-1,4.475692749E-2,9.920470276E0
3.601923713E2,8.023315430E-2,3.248245239E-2,9.894574127E0
3.602023373E2,2.386038208E-1,3.472778320E-2,9.776469727E0
3.602123023E2,6.990463257E-2,2.799179077E-2,9.848170624E0
3.602222686E2,1.799258423E-1,3.906875610E-2,9.868228912E0
3.602322336E2,2.616558838E-1,1.257385254E-2,9.970017242E0
3.602421996E2,2.034269714E-1,4.490661621E-2,9.887089691E0
3.602521646E2,1.742376709E-1,1.077758789E-2,9.845326538E0
3.602621306E2,1.221459961E-1,5.433700562E-2,9.771679688E0
3.602720966E2,1.287322998E-1,4.670288086E-2,9.870025177E0
3.602820616E2,1.850152588E-1,4.505630493E-2,9.870623932E0
3.602920276E2,2.673440552E-1,4.655319214E-2,9.952503662E0
3.603019926E2,1.758842468E-1,5.343887329E-2,9.810449066E0
3.603119586E2,1.040336609E-1,3.951782227E-2,9.821226654E0
3.603219236E2,1.529818726E-1,8.427474976E-2,9.741442566E0
3.603318896E2,5.643264771E-2,5.822891235E-2,9.894873505E0
3.603418546E2,2.881507874E-1,6.197113037E-2,9.869576111E0
3.603518206E2,1.335223389E-1,7.948471069E-2,9.922266541E0
3.603617866E2,2.489323425E-1,3.742218018E-2,9.773925018E0
3.603717516E2,2.305206299E-2,6.870712280E-2,9.823621674E0
3.603817176E2,2.209405518E-1,9.071136475E-2,9.780810699E0
3.603916826E2,8.143066406E-2,9.310638428E-2,9.934690704E0
3.604016486E2,3.498225403E-1,1.043330383E-1,9.898166656E0
3.604116136E2,1.086740112E-1,1.411564636E-1,9.896819458E0
3.604215796E2,1.276844788E-1,1.219963074E-1,9.803413696E0
3.604315456E2,1.079255676E-1,1.411564636E-1,9.817933502E0
3.604415106E2,1.853146362E-1,1.570234680E-1,9.841734009E0
3.604514766E2,2.519261169E-1,1.778302002E-1,9.936337280E0
3.604614416E2,1.561253357E-1,1.722917175E-1,9.876910858E0
3.604714076E2,2.240840149E-1,1.860630798E-1,9.868079224E0
3.604813726E2,8.577163696E-2,1.790277100E-1,9.781259766E0
3.604913386E2,1.651066589E-1,2.160008240E-1,9.860145721E0
3.605013036E2,1.269360352E-1,2.155517578E-1,9.889784088E0
3.605112696E2,2.561174011E-1,2.170486450E-1,9.949509888E0
3.605212356E2,2.543211365E-1,2.058219910E-1,9.865684204E0
3.605312006E2,1.118174744E-1,2.125579834E-1,9.836345215E0
3.605411666E2,1.889071655E-1,1.688488770E-1,9.775421906E0
3.605511316E2,1.047821045E-1,2.362088013E-1,9.855056305E0
3.605610976E2,3.366499329E-1,2.031275940E-1,9.888736267E0
3.605710626E2,1.187031555E-1,2.197430420E-1,9.889484711E0
3.605810286E2,2.688409424E-1,1.896556091E-1,9.824819183E0
3.605909946E2,3.427871704E-2,2.068698120E-1,9.776619415E0
3.606009596E2,2.257305908E-1,2.113604736E-1,9.784702606E0
3.606109256E2,1.685494995E-1,2.565664673E-1,9.859846344E0
3.606208906E2,2.404000854E-1,1.953437805E-1,9.897567902E0
3.606308566E2,2.502795410E-1,2.296224976E-1,9.827363892E0
3.606408216E2,1.073268127E-1,1.962419128E-1,9.802365875E0
3.606507876E2,2.163002014E-1,2.450404358E-1,9.776769104E0
3.606607526E2,5.643264771E-2,2.706372070E-1,9.847422180E0
3.606707186E2,2.806663513E-1,2.733316040E-1,9.930948486E0
3.606806846E2,1.157093811E-1,2.826123047E-1,9.930200043E0
3.606906496E2,3.002755737E-1,3.092568970E-1,9.852212219E0
3.607006156E2,1.496887207E-3,2.971321106E-1,9.850415955E0
3.607105806E2,2.231858826E-1,3.462300110E-1,9.854008484E0
3.607205466E2,1.502874756E-1,3.246748352E-1,9.935439148E0
3.607305116E2,2.451901245E-1,3.598516846E-1,9.943821716E0
3.607404776E2,2.037263489E-1,3.683839417E-1,9.907597046E0
3.607504426E2,1.347198486E-1,3.689826965E-1,9.829160156E0
3.607604086E2,1.550775146E-1,3.520678711E-1,9.844578094E0
3.607703746E2,1.249900818E-1,4.487667847E-1,9.863139496E0
3.607803396E2,2.225871277E-1,4.041595459E-1,9.959089966E0
3.607903056E2,2.296224976E-1,4.438270569E-1,9.909243622E0
3.608002706E2,2.064207458E-1,4.484674072E-1,9.891131287E0
3.608102366E2,1.083746338E-1,4.905299377E-1,9.788145447E0
3.608202016E2,7.185058594E-2,5.291496277E-1,9.854457550E0
3.608301676E2,2.498304749E-1,5.774990845E-1,9.840536499E0
3.608401336E2,1.763333130E-1,5.304968262E-1,9.956096191E0
3.608500986E2,3.035687256E-1,6.117778015E-1,9.842482452E0
3.608600646E2,2.724334717E-2,5.716612244E-1,9.848619690E0
3.608700296E2,2.697390747E-1,5.400769043E-1,9.822424164E0
3.608799956E2,5.748046875E-2,5.682183838E-1,9.934840393E0
3.608899606E2,3.019221497E-1,6.132746887E-1,9.948611755E0
3.608999266E2,1.233435059E-1,6.273454285E-1,9.977052612E0
3.609098926E2,2.963836670E-1,5.803431702E-1,9.854307861E0
3.609198576E2,7.289840698E-2,5.430706787E-1,9.866133270E0
3.609298236E2,1.290316772E-1,5.935157776E-1,9.816436615E0
3.609397886E2,1.670526123E-1,5.757028198E-1,9.904752960E0
3.609497546E2,3.029699707E-1,5.592370605E-1,9.900262299E0
3.609597196E2,2.234852600E-1,5.804928589E-1,9.880353699E0
3.609696856E2,1.215472412E-1,5.722599792E-1,9.720785522E0
3.609796506E2,1.612147522E-1,5.686674500E-1,9.758357391E0
3.609896166E2,1.456471252E-1,6.161187744E-1,9.755812683E0
3.609995826E2,1.878593445E-1,5.917195129E-1,9.907597046E0
3.610095476E2,2.186952209E-1,5.842350769E-1,9.859546967E0
3.610195136E2,1.450483704E-1,5.819897461E-1,9.820777588E0
3.610294786E2,2.231858826E-1,5.685177612E-1,9.709409180E0
3.610394446E2,-1.362167358E-2,5.930667114E-1,9.769733734E0
3.610494096E2,2.935395813E-1,5.978567505E-1,9.790241089E0
3.610593756E2,9.131011963E-2,6.282435608E-1,9.930499420E0
3.610693406E2,3.466790771E-1,6.216572571E-1,9.858050079E0
3.610793066E2,9.131011963E-3,5.774990845E-1,9.830058289E0
3.610892726E2,2.299218750E-1,5.634283447E-1,9.778265991E0
3.610992376E2,1.511856079E-2,6.102809143E-1,9.830507355E0
3.611092036E2,2.522254944E-1,5.942642212E-1,9.916129303E0
3.611191686E2,1.893562317E-1,6.201603699E-1,9.942773895E0
3.611291346E2,1.917512512E-1,5.897735596E-1,9.843380585E0
3.611390996E2,1.326242065E-1,5.947132874E-1,9.811047821E0
3.611490656E2,6.870712280E-2,6.318360901E-1,9.797126770E0
3.611590316E2,2.182461548E-1,6.944059753E-1,9.874964905E0
3.611689966E2,1.056802368E-1,6.759942627E-1,9.918075256E0
3.611789626E2,3.384461975E-1,6.399192810E-1,9.894574127E0
3.611889276E2,8.517288208E-2,5.815406799E-1,9.835596771E0
3.611988936E2,1.902543640E-1,5.969586182E-1,9.773925018E0
3.612088586E2,7.454498291E-2,6.466552734E-1,9.766440582E0
3.612188238E2,1.722917175E-1,6.728507996E-1,9.915829926E0
3.612287898E2,2.317181396E-1,6.798861694E-1,9.915829926E0
3.612387548E2,1.993853760E-1,6.840774536E-1,9.871222687E0
3.612487208E2,1.486408997E-1,6.354286194E-1,9.841584320E0
3.612586858E2,1.035845947E-1,7.376660156E-1,9.832752686E0
3.612686518E2,1.956431580E-1,7.255412292E-1,9.886041870E0
3.612786168E2,2.381547546E-1,7.303312683E-1,9.969119110E0
3.612885828E2,2.942880249E-1,7.436535645E-1,9.937085724E0
3.612985478E2,1.240919495E-1,7.430548096E-1,9.832004242E0
3.613085138E2,1.210981750E-1,6.224057007E-1,9.833052063E0
3.613184798E2,2.646496582E-1,7.093748474E-1,9.819879456E0
3.613284448E2,8.607101440E-2,7.331753540E-1,9.907147980E0
3.613384108E2,2.302212524E-1,7.827223206E-1,9.902807007E0
3.613483758E2,1.883084106E-1,7.610174561E-1,9.830956421E0
3.613583418E2,2.896476746E-1,8.027806091E-1,9.778715057E0
3.613683068E2,-3.697311401E-2,8.731343079E-1,9.793833618E0
3.613782728E2,2.927911377E-1,8.987310791E-1,9.846973114E0
3.613882378E2,1.689985657E-1,8.390052795E-1,9.942474518E0
3.613982038E2,3.608995056E-1,8.452922058E-1,9.906100159E0
3.614081698E2,7.200027466E-2,7.912545776E-1,9.839488678E0
3.614181348E2,1.568737793E-1,7.828720093E-1,9.773176575E0
3.614281008E2,1.354682922E-1,8.491841125E-1,9.800419922E0
3.614380658E2,1.414558411E-1,8.732839966E-1,9.869276733E0
3.614480318E2,2.308200073E-1,9.186396790E-1,9.925559692E0
3.614579968E2,2.076182556E-1,1.024918671E0,9.834249573E0
3.614679628E2,1.487905884E-1,9.924362183E-1,9.858948212E0
3.614779288E2,7.544311523E-2,9.831555176E-1,9.837842102E0
3.614878938E2,2.814147949E-1,9.780661011E-1,9.882599030E0
3.614978598E2,1.920506287E-1,9.831555176E-1,9.889185333E0
3.615078248E2,2.189945984E-1,9.081614685E-1,9.919721832E0
3.615177908E2,2.038760376E-1,9.131011963E-1,9.778265991E0
3.615277558E2,5.044509888E-2,8.970845032E-1,9.788893890E0
3.615377218E2,1.522334290E-1,1.030756531E0,9.752519531E0
3.615476878E2,8.158035278E-2,1.065933380E0,9.930349731E0
3.615576528E2,3.341052246E-1,1.104403381E0,9.931098175E0
3.615676188E2,1.008901978E-1,1.116827545E0,9.885143738E0
3.615775838E2,3.011737061E-1,1.069675598E0,9.780361633E0
3.615875498E2,-3.891906738E-3,1.036594391E0,9.835147705E0
3.615975148E2,2.845582581E-1,1.064735870E0,9.810748444E0
3.616074808E2,1.574725342E-1,9.786648560E-1,9.895621948E0
3.616174458E2,2.357597351E-1,1.031504974E0,9.847272491E0
3.616274118E2,1.437011719E-1,1.049018555E0,9.813891907E0
3.616373778E2,1.014889526E-1,1.064286804E0,9.785151672E0
3.616473428E2,1.475930786E-1,1.140178986E0,9.824819183E0
3.616573088E2,1.874102783E-1,1.197958832E0,9.893526306E0
3.616672738E2,2.644999695E-1,1.183439026E0,9.991572418E0
3.616772398E2,2.221380615E-1,1.132395172E0,9.865384827E0
3.616872048E2,2.263293457E-1,1.039288788E0,9.828411713E0
3.616971708E2,1.026864624E-1,1.044378204E0,9.724677429E0
3.617071368E2,7.394622803E-2,1.130000153E0,9.821226654E0
3.617171018E2,1.984872437E-1,1.087039490E0,9.899962921E0
3.617270678E2,1.866618347E-1,1.124311981E0,9.971813507E0
3.617370328E2,2.874023438E-1,1.182989960E0,9.838440857E0
3.617469988E2,3.397933960E-2,1.177152100E0,9.840835876E0
3.617569638E2,2.183958435E-1,1.161135406E0,9.833800507E0
3.617669298E2,1.474433899E-1,1.171164551E0,9.890981598E0
3.617768948E2,3.388952637E-1,1.105451202E0,9.893975372E0
3.617868608E2,1.133143616E-1,1.096320190E0,9.849368134E0
3.617968268E2,1.908531189E-1,1.092128906E0,9.742191010E0
3.618067918E2,1.342707825E-1,1.113833771E0,9.796977081E0
3.618167578E2,5.807922363E-2,1.175056458E0,9.840386810E0
3.618267228E2,2.863545227E-1,1.162781982E0,9.947264557E0
3.618366888E2,1.293310547E-1,1.132844238E0,9.982291718E0
3.618466538E2,3.273692322E-1,1.148561554E0,9.883048096E0
3.618566198E2,6.601272583E-2,1.092278595E0,9.793534241E0
3.618665858E2,1.576222229E-1,1.123413849E0,9.812544708E0
3.618765508E2,9.131011963E-2,1.169517975E0,9.814191284E0
3.618865168E2,3.312611389E-1,1.168470154E0,9.913883972E0
3.618964818E2,1.230441284E-1,1.141975250E0,9.879754944E0
3.619064478E2,2.284249878E-1,1.128952332E0,9.829459534E0
3.619164128E2,8.113128662E-2,1.100661163E0,9.789342957E0
3.619263788E2,1.475930786E-1,1.193168793E0,9.857151947E0
3.619363438E2,2.083666992E-1,1.131197662E0,9.892628174E0
3.619463098E2,2.541714478E-1,1.137185211E0,9.945468292E0
3.619562758E2,2.092648315E-1,1.157842255E0,9.839338989E0
3.619662408E2,1.429527283E-1,1.133592682E0,9.772128754E0
3.619762068E2,9.011260986E-2,1.161883850E0,9.802515564E0
3.619861718E2,1.231938171E-1,1.139131165E0,9.834848328E0
3.619961378E2,2.583627319E-1,1.153351593E0,9.924811249E0
3.620061028E2,2.192939758E-1,1.149908752E0,9.879006500E0
3.620160688E2,1.386117554E-1,1.107995911E0,9.857451324E0
3.620260348E2,2.538720703E-1,1.158740387E0,9.787247314E0
3.620359998E2,4.340972900E-2,1.180744629E0,9.852361908E0
3.620459658E2,3.131488037E-1,1.167871399E0,9.884694672E0
3.620559308E2,1.469943237E-1,1.149160309E0,9.946665802E0
3.620658968E2,2.899470520E-1,1.190324707E0,9.839039612E0
3.620758618E2,5.553451538E-2,1.148262177E0,9.826914825E0
3.620858278E2,2.305206299E-1,1.134790192E0,9.798773346E0
3.620957938E2,1.270857239E-1,1.182391205E0,9.880952454E0
3.621057588E2,2.424957275E-1,1.174457703E0,9.895921326E0
3.621157248E2,2.603086853E-1,1.156045990E0,9.927056580E0
3.621256898E2,1.176553345E-1,1.232836304E0,9.787546692E0
3.621356558E2,1.766326904E-1,1.231489105E0,9.800719299E0
3.621456208E2,9.220825195E-2,1.220112762E0,9.818382568E0
3.621555868E2,2.149530029E-1,1.215173035E0,9.920769653E0
3.621655518E2,2.260299683E-1,1.222807159E0,9.869576111E0
3.621755178E2,1.454974365E-1,1.196911011E0,9.900561676E0
3.621854838E2,2.432441711E-1,1.165027313E0,9.764195251E0
3.621954488E2,6.975494385E-2,1.192270660E0,9.819580078E0
3.622054148E2,1.582209778E-1,1.265318756E0,9.798324280E0
3.622153798E2,1.374142456E-1,1.242715759E0,9.951006775E0
3.622253468E2,3.260220337E-1,1.284628601E0,9.890233154E0
3.622353118E2,3.308120728E-2,1.285676422E0,9.873917084E0
3.622452778E2,2.251318359E-1,1.235530701E0,9.756112061E0
3.622552438E2,-4.490661621E-2,1.256636810E0,9.857900391E0
3.622652088E2,3.561094666E-1,1.250349884E0,9.843380585E0
3.622751748E2,8.352630615E-2,1.209484863E0,9.971065063E0
3.622851398E2,3.441343689E-1,1.219663696E0,9.817933502E0
3.622951058E2,8.726852417E-2,1.265618134E0,9.805509338E0
3.623050708E2,1.748364258E-1,1.263821869E0,9.752669220E0
3.623150368E2,9.370513916E-2,1.315763855E0,9.875563660E0
3.623250018E2,1.835183716E-1,1.285227356E0,9.887089691E0
3.623349678E2,2.984793091E-1,1.301244049E0,9.896071014E0
3.623449338E2,1.657054138E-1,1.230590973E0,9.823921051E0
3.623548988E2,1.386117554E-1,1.240171051E0,9.814790039E0
3.623648648E2,1.146615601E-1,1.272952881E0,9.728868713E0
3.623748298E2,1.990859985E-1,1.292113037E0,9.852062531E0
3.623847958E2,2.198927307E-1,1.258732452E0,9.919123077E0
3.623947608E2,2.168989563E-1,1.297352142E0,9.940827942E0
3.624047268E2,1.737886047E-1,1.278042297E0,9.809401245E0
3.624146928E2,1.080752563E-1,1.233285370E0,9.817185059E0
3.624246578E2,1.555265808E-1,1.226549377E0,9.814041595E0
3.624346238E2,1.127156067E-1,1.317260742E0,9.925410004E0
3.624445888E2,2.697390747E-1,1.275198212E0,9.890083466E0
3.624545548E2,1.486408997E-1,1.256636810E0,9.860594788E0
3.624645198E2,1.779798889E-1,1.227297821E0,9.781858521E0
3.624744858E2,7.200027466E-2,1.302890625E0,9.777816925E0
3.624844508E2,1.854643250E-1,1.287173309E0,9.834848328E0
3.624944168E2,2.177970886E-1,1.251846771E0,9.939031677E0
3.625043828E2,2.594105530E-1,1.252445526E0,9.905052338E0
3.625143478E2,1.609153748E-1,1.287622375E0,9.804311829E0
3.625243138E2,5.703140259E-2,1.231339417E0,9.779613190E0
3.625342788E2,1.815724182E-1,1.284179535E0,9.808952179E0
3.625442448E2,1.390608215E-1,1.289268951E0,9.882299652E0
3.625542098E2,3.008743286E-1,1.266366577E0,9.896969147E0
3.625641758E2,1.347198486E-1,1.274300079E0,9.859996033E0
3.625741418E2,2.516267395E-1,1.247805176E0,9.793534241E0
3.625841068E2,4.760101318E-2,1.252595215E0,9.820927277E0
3.625940728E2,2.110610962E-1,1.293310547E0,9.853709106E0
3.626040378E2,2.097138977E-1,1.280137939E0,9.956395569E0
3.626140038E2,1.950444031E-1,1.296603699E0,9.923763428E0
3.626239688E2,1.916015625E-1,1.237326965E0,9.810299377E0
3.626339348E2,1.191522217E-1,1.264720001E0,9.730365601E0
3.626438998E2,1.393601990E-1,1.276844788E0,9.779313812E0
3.626538658E2,1.031355286E-1,1.308728485E0,9.860445099E0
3.626638318E2,3.724255371E-1,1.237626343E0,9.946366425E0
3.626737968E2,2.252815247E-1,1.293759613E0,9.884994049E0
3.626837628E2,1.907034302E-1,1.244661713E0,9.820178833E0
3.626937278E2,6.691085815E-2,1.252894592E0,9.786349182E0
3.627036938E2,1.423539734E-1,1.269959106E0,9.854906616E0
3.627136588E2,2.872526550E-1,1.268312531E0,9.886640625E0
3.627236248E2,6.975494385E-2,1.255738678E0,9.975705414E0
3.627335908E2,2.700384521E-1,1.286275177E0,9.828411713E0
3.627435558E2,9.041198730E-2,1.262025604E0,9.837542725E0
3.627535218E2,2.448907471E-1,1.265468445E0,9.799821167E0
3.627634868E2,2.365081787E-2,1.274599457E0,9.930050354E0
3.627734528E2,3.610491943E-1,1.305135956E0,9.929002533E0
3.627834178E2,1.356179810E-1,1.267115021E0,9.922416229E0
3.627933838E2,2.206411743E-1,1.250649261E0,9.798174591E0
3.628033488E2,8.322692871E-2,1.247206421E0,9.841434631E0
3.628133148E2,1.410067749E-1,1.291514282E0,9.823621674E0
3.628232808E2,2.456391907E-1,1.271156616E0,9.915979614E0
3.628332458E2,2.339634705E-1,1.295406189E0,9.902807007E0
3.628432118E2,2.007325745E-1,1.271156616E0,9.857900391E0
3.628531768E2,1.606159973E-1,1.265618134E0,9.770631866E0
3.628631428E2,1.025367737E-1,1.258732452E0,9.829908600E0
3.628731078E2,1.706451416E-1,1.302142181E0,9.854906616E0
3.628830738E2,2.333647156E-1,1.256038055E0,9.977950745E0
3.628930398E2,2.718347168E-1,1.274000702E0,9.870474243E0
3.629030048E2,5.852828979E-2,1.275946655E0,9.829758911E0
3.629129708E2,2.694396973E-1,1.242715759E0,9.751172333E0
3.629229358E2,-2.095642090E-3,1.278341675E0,9.847422180E0
3.629329018E2,3.520678711E-1,1.286275177E0,9.855205994E0
3.629428668E2,9.071136475E-2,1.265318756E0,9.955946503E0
3.629528328E2,3.282673645E-1,1.293160858E0,9.829010468E0
3.629627988E2,-1.466949463E-2,1.275198212E0,9.810898132E0
3.629727638E2,2.571652222E-1,1.261426849E0,9.772278442E0
3.629827298E2,-6.167175293E-2,1.269659729E0,9.851763153E0
3.629926948E2,3.592529297E-1,1.293609924E0,9.896969147E0
3.630026608E2,2.016307068E-1,1.268013153E0,9.944270782E0
3.630126258E2,1.405577087E-1,1.215771790E0,9.847422180E0
3.630225918E2,1.892065430E-1,1.299747162E0,9.770482178E0
3.630325568E2,1.516346741E-1,1.259031830E0,9.774374084E0
3.630425228E2,2.435435486E-1,1.355131989E0,9.887089691E0
3.630524888E2,1.294807434E-1,1.240021362E0,9.895771637E0
3.630624538E2,1.073268127E-1,1.293011169E0,9.943522339E0
3.630724198E2,1.125659180E-1,1.205293579E0,9.807155914E0
3.630823848E2,1.670526123E-1,1.282682648E0,9.864187317E0
3.630923508E2,2.634521484E-2,1.292412415E0,9.840985565E0
3.631023158E2,2.447410583E-1,1.281185760E0,9.870923309E0
3.631122818E2,3.617976379E-1,1.310674438E0,9.874964905E0
3.631222478E2,3.158432007E-2,1.280437317E0,9.821526031E0
3.631322128E2,2.501298523E-1,1.206790466E0,9.778864746E0
3.631421788E2,1.032852173E-2,1.274000702E0,9.830657043E0
3.631521438E2,2.903961182E-1,1.289268951E0,9.862840118E0
3.631621098E2,1.887574768E-1,1.312321014E0,9.946216736E0
3.631720748E2,1.889071655E-1,1.260229340E0,9.863887939E0
3.631820408E2,1.594184875E-1,1.273701324E0,9.799970856E0
3.631920058E2,8.322692871E-2,1.249451752E0,9.772877197E0
3.632019718E2,1.667532349E-1,1.292562103E0,9.843530273E0
3.632119378E2,1.700463867E-1,1.266516266E0,9.910740509E0
3.632219031E2,3.616479492E-1,1.267264709E0,9.910890198E0
3.632318691E2,1.460961914E-1,1.265618134E0,9.823022919E0
3.632418341E2,1.197509766E-1,1.262324982E0,9.755363617E0
3.632518001E2,1.225950623E-1,1.294358368E0,9.772128754E0
3.632617651E2,1.945953369E-1,1.267713776E0,9.837991791E0
3.632717311E2,1.547781372E-1,1.272204437E0,9.896220703E0
3.632816971E2,3.124003601E-1,1.267713776E0,9.883946228E0
3.632916621E2,1.013392639E-1,1.291214905E0,9.798623657E0
3.633016281E2,2.528242493E-1,1.265618134E0,9.740694122E0
3.633115931E2,3.996688843E-2,1.250349884E0,9.844428406E0
3.633215591E2,1.540296936E-1,1.326092377E0,9.891430664E0
3.633315241E2,2.287243652E-1,1.236578522E0,9.928703156E0
3.633414901E2,1.890568542E-1,1.286125488E0,9.871072998E0
3.633514561E2,9.789642334E-2,1.253493347E0,9.800868988E0
3.633614211E2,9.774673462E-2,1.269360352E0,9.744436340E0
3.633713871E2,2.297721863E-1,1.278491364E0,9.794282684E0
3.633813521E2,2.082170105E-1,1.277892609E0,9.850415955E0
3.633913181E2,2.314187622E-1,1.287322998E0,9.910590820E0
3.634012831E2,2.186952209E-1,1.282083893E0,9.814191284E0
3.634112491E2,1.032852173E-1,1.263522491E0,9.812245331E0
3.634212141E2,2.902464294E-1,1.307830353E0,9.763895874E0
3.634311801E2,-1.137634277E-2,1.259031830E0,9.907297668E0
3.634411461E2,3.911366272E-1,1.255289612E0,9.921069031E0
3.634511111E2,1.007405090E-1,1.282083893E0,9.938881989E0
3.634610771E2,3.174897766E-1,1.295855255E0,9.820478210E0
3.634710421E2,3.502716064E-2,1.224453735E0,9.844727783E0
3.634810081E2,2.457888794E-1,1.329984283E0,9.840835876E0
3.634909731E2,9.595046997E-2,1.254241791E0,9.931098175E0
3.635009391E2,2.157014465E-1,1.307530975E0,9.907597046E0
3.635109051E2,1.929487610E-1,1.244362335E0,9.873468018E0
3.635208701E2,6.152206421E-2,1.270258484E0,9.789342957E0
3.635308361E2,2.008822632E-1,1.275497589E0,9.794731750E0
3.635408011E2,1.082249451E-1,1.293160858E0,9.818831635E0
3.635507671E2,3.140469360E-1,1.295256500E0,9.942923584E0
3.635607321E2,1.794767761E-1,1.299597473E0,9.865833893E0
3.635706981E2,1.387614441E-1,1.257984009E0,9.848470001E0
3.635806641E2,1.573228455E-1,1.292113037E0,9.769434357E0
3.635906291E2,1.278341675E-1,1.315015411E0,9.861941986E0
3.636005951E2,1.384620667E-1,1.307530975E0,9.893526306E0
3.636105601E2,2.255809021E-1,1.277892609E0,9.955647125E0
3.636205261E2,2.724334717E-1,1.275946655E0,9.846823425E0
3.636304911E2,6.900650024E-2,1.278042297E0,9.856852570E0
3.636404571E2,1.938468933E-1,1.256636810E0,9.805359650E0
3.636504221E2,1.856140137E-1,1.287472687E0,9.916129303E0
3.636603881E2,2.625540161E-1,1.300345917E0,9.881700897E0
3.636703541E2,1.561253357E-1,1.319955139E0,9.899364166E0
3.636803191E2,1.236428833E-1,1.251547394E0,9.816885681E0
3.636902851E2,1.429527283E-1,1.272503815E0,9.851463776E0
3.637002501E2,1.649569702E-1,1.305884399E0,9.800719299E0
3.637102161E2,2.594105530E-1,1.260379028E0,9.909393311E0
3.637201811E2,1.417552185E-1,1.291813660E0,9.909393311E0
3.637301471E2,1.748364258E-1,1.309925995E0,9.874366150E0
3.637401131E2,3.038681030E-2,1.285077667E0,9.810449066E0
3.637500781E2,2.761756897E-1,1.274898834E0,9.819729767E0
3.637600441E2,5.688171387E-2,1.298100586E0,9.845775604E0
3.637700091E2,2.399510193E-1,1.306333466E0,9.928553467E0
3.637799751E2,2.321672058E-1,1.286724243E0,9.847272491E0
3.637899401E2,2.188449097E-1,1.266815643E0,9.823471985E0
3.637999061E2,1.088237000E-1,1.253193970E0,9.793534241E0
3.638098711E2,8.262817383E-2,1.320703583E0,9.850865021E0
3.638198371E2,1.910028076E-1,1.282532959E0,9.884245605E0
3.638298031E2,2.001338196E-1,1.316811676E0,9.955347748E0
3.638397681E2,2.357597351E-1,1.260079651E0,9.831555176E0
3.638497341E2,9.804611206E-2,1.296603699E0,9.774972839E0
3.638596991E2,1.905537415E-1,1.249002686E0,9.772727509E0
3.638696651E2,5.388793945E-3,1.343007202E0,9.868677979E0
3.638796301E2,3.125500488E-1,1.288969574E0,9.899214478E0
3.638895961E2,2.168989563E-1,1.304237823E0,9.912836151E0
3.638995621E2,1.893562317E-1,1.266067200E0,9.815538483E0
3.639095271E2,1.947450256E-1,1.276096344E0,9.744885406E0
3.639194931E2,5.209167480E-2,1.284778290E0,9.776769104E0
3.639294581E2,1.600172424E-1,1.311273193E0,9.823172607E0
3.639394241E2,2.174977112E-1,1.288071442E0,9.925260315E0
3.639493891E2,2.549198914E-1,1.331331482E0,9.874964905E0
3.639593551E2,1.631607056E-1,1.277593231E0,9.787995758E0
3.639693211E2,1.683998108E-1,1.308429108E0,9.733059998E0
3.639792861E2,8.532257080E-2,1.286574554E0,9.789043579E0
3.639892521E2,2.284249878E-1,1.329235840E0,9.870474243E0
3.639992171E2,2.055226135E-1,1.284628601E0,9.955946503E0
3.640091831E2,1.576222229E-1,1.343605957E0,9.877060547E0
3.640191481E2,2.076182556E-1,1.213376770E0,9.840686188E0
3.640291141E2,7.858657837E-2,1.305135956E0,9.781559143E0
3.640390801E2,2.332150269E-1,1.293011169E0,9.824669495E0
3.640490451E2,1.570234680E-1,1.356778564E0,9.892029419E0
3.640590111E2,3.685336304E-1,1.309925995E0,9.904004517E0
3.640689761E2,1.451980591E-1,1.277144165E0,9.817634125E0
3.640789421E2,1.428030396E-1,1.258283386E0,9.839189301E0
3.640889071E2,1.510359192E-1,1.293609924E0,9.744136963E0
3.640988731E2,1.272354126E-1,1.314716034E0,9.890981598E0
3.641088381E2,3.878434753E-1,1.336720276E0,9.901759186E0
3.641188041E2,1.255888367E-1,1.342258759E0,9.928403778E0
3.641287701E2,3.056643677E-1,1.261127472E0,9.788295135E0
3.641387351E2,1.002914429E-2,1.263073425E0,9.869875488E0
3.641487011E2,2.002835083E-1,1.290616150E0,9.812245331E0
3.641586661E2,3.323089600E-2,1.336720276E0,9.978848877E0
