"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.713233821E1,3.387455750E-1,4.526586914E-1,9.827962646E0
2.714230421E1,1.440005493E-1,4.213737488E-1,9.883347473E0
2.715226921E1,2.305206299E-1,4.504133606E-1,9.823322296E0
2.716223521E1,-2.285746765E-1,3.682342529E-1,9.784702606E0
2.717220021E1,3.921844482E-1,2.752775574E-1,9.766290894E0
2.718216621E1,-2.514770508E-2,3.158432007E-1,9.906998291E0
2.719213121E1,1.713935852E-1,3.929328918E-1,9.931547241E0
2.720209721E1,-2.544708252E-2,3.737727356E-1,9.904453583E0
2.721206321E1,4.348457336E-1,3.766168213E-1,9.789043579E0
2.722202821E1,1.137634277E-2,4.222718811E-1,9.812395020E0
2.723199421E1,-1.700463867E-1,4.312532043E-1,9.810898132E0
2.724195921E1,9.714797974E-2,3.041674805E-1,9.961335297E0
2.725192521E1,2.823129272E-1,3.686833191E-1,1.004710693E1
2.726189121E1,6.227050781E-2,3.324586487E-1,9.963880005E0
2.727185621E1,1.128652954E-1,4.300556946E-1,9.791588287E0
2.728182221E1,1.598675537E-1,3.796105957E-1,9.802365875E0
2.729178721E1,2.142045593E-1,4.764591980E-1,9.843829651E0
2.730175321E1,2.188449097E-1,2.956352234E-1,9.847571869E0
2.731171921E1,2.502795410E-1,2.818638611E-1,9.835746460E0
2.732168421E1,3.755690002E-1,2.329156494E-1,9.829010468E0
2.733165021E1,1.820214844E-1,3.373983765E-1,9.809850311E0
2.734161521E1,5.568420410E-2,3.924838257E-1,9.898016968E0
2.735158121E1,2.688409424E-1,4.099974060E-1,9.979747009E0
2.736154721E1,2.808160400E-1,4.423301697E-1,1.005893234E1
2.737151221E1,2.041754150E-1,3.385958862E-1,9.899513855E0
2.738147821E1,1.196012878E-1,3.517684937E-1,9.805808716E0
2.739144321E1,2.716850281E-1,2.996768188E-1,9.739197235E0
2.740140921E1,-4.011657715E-2,4.409829712E-1,9.896669769E0
2.741137521E1,2.751278687E-1,4.429289246E-1,9.916278992E0
2.742134021E1,1.907034302E-1,4.336482239E-1,1.003079086E1
2.743130621E1,3.502716064E-1,4.917274475E-1,9.907147980E0
2.744127121E1,1.245410156E-1,4.309538269E-1,9.829908600E0
2.745123721E1,2.993774414E-4,4.043092346E-1,9.808353424E0
2.746120321E1,2.436932373E-1,3.004252625E-1,9.895771637E0
2.747116821E1,3.064128113E-1,3.769161987E-1,9.885443115E0
2.748113421E1,1.146615601E-1,3.902384949E-1,9.877359924E0
2.749109921E1,6.197113037E-2,3.769161987E-1,9.804910583E0
2.750106521E1,2.264790344E-1,3.852987671E-1,9.844278717E0
2.751103121E1,9.595046997E-2,3.863465881E-1,9.901609497E0
2.752099621E1,5.493576050E-2,3.026705933E-1,1.001252884E1
2.753096221E1,2.398013306E-1,2.877017212E-1,1.001806732E1
2.754092721E1,1.866618347E-1,2.336640930E-1,9.964179382E0
2.755089321E1,2.246827698E-1,3.426374817E-1,9.848020935E0
2.756085921E1,1.706451416E-2,3.167413330E-1,9.876910858E0
2.757082421E1,2.435435486E-1,2.880010986E-1,9.955347748E0
2.758079021E1,2.192939758E-1,3.373983765E-1,1.003677841E1
2.759075521E1,1.490899658E-1,3.016227722E-1,9.976603546E0
2.760072121E1,2.942880249E-1,3.496728516E-1,9.938582611E0
2.761068721E1,3.171903992E-1,2.447410583E-1,9.859397278E0
2.762065221E1,1.380130005E-1,3.480262756E-1,9.938881989E0
2.763061821E1,1.101708984E-1,3.629951477E-1,9.924960938E0
2.764058321E1,3.951782227E-1,3.225791931E-1,9.962383118E0
2.765054921E1,3.827540588E-1,2.980302429E-1,9.890981598E0
2.766051421E1,6.765930176E-2,3.441343689E-1,9.833201752E0
2.767048021E1,1.537303162E-1,4.038601685E-1,9.805808716E0
2.768044621E1,2.613565063E-1,3.239263916E-1,9.941277008E0
2.769041121E1,3.893403625E-1,2.471360779E-1,9.987231445E0
2.770037721E1,2.112107849E-1,3.649411011E-1,9.896071014E0
2.771034221E1,1.305285645E-1,3.411405945E-1,9.712253265E0
2.772030821E1,2.115101624E-1,3.725752258E-1,9.710606689E0
2.773027421E1,5.403762817E-2,3.272195435E-1,9.793234863E0
2.774023921E1,-9.729766846E-3,5.020559692E-1,9.871222687E0
2.775020521E1,3.029699707E-1,3.722758484E-1,9.879455566E0
2.776017021E1,3.808081055E-1,2.923420715E-1,9.807754669E0
2.777013621E1,4.276606750E-1,2.034269714E-1,9.741442566E0
2.778010221E1,-1.829196167E-1,3.606001282E-1,9.654323730E0
2.779006721E1,-7.798782349E-2,4.435276794E-1,9.874066772E0
2.780003321E1,-1.016386414E-1,4.623884583E-1,1.004680756E1
2.780999821E1,3.237767029E-1,3.210823059E-1,1.003498215E1
2.781996421E1,-1.604663086E-1,4.590953064E-1,9.928703156E0
2.782993021E1,-2.863545227E-1,3.546125793E-1,9.807904358E0
2.783989521E1,2.465373230E-1,2.713856506E-1,9.772128754E0
2.784986121E1,1.227447510E-2,2.683918762E-1,9.839488678E0
2.785982621E1,2.811154175E-1,4.014651489E-1,9.800719299E0
2.786979221E1,1.661544800E-2,3.701802063E-1,9.808652802E0
2.787975821E1,3.751199341E-1,4.138893127E-1,9.684111786E0
2.788972321E1,6.676116943E-2,4.173321533E-1,9.702822876E0
2.789968921E1,-4.463717651E-1,4.620890808E-1,9.899513855E0
2.790965421E1,7.933502197E-3,2.929408264E-1,1.004022125E1
2.791962083E1,4.808001709E-1,3.441343689E-1,1.002480331E1
2.792958683E1,1.957928467E-1,2.606080627E-1,9.862989807E0
2.793955183E1,2.080673218E-2,4.099974060E-1,9.649683380E0
2.794951783E1,3.323089600E-2,4.583468628E-1,9.707014160E0
2.795948283E1,1.362167358E-1,5.104385376E-1,9.861343231E0
2.796944883E1,2.212399292E-1,4.098477173E-1,1.004037094E1
2.797941483E1,9.894424438E-2,2.897973633E-1,1.003094055E1
2.798937983E1,3.167413330E-1,3.656895447E-1,9.942624207E0
2.799934583E1,6.676116943E-2,3.459306335E-1,9.720635834E0
2.800931083E1,6.601272583E-2,4.113446045E-1,9.738897858E0
2.801927683E1,3.421884155E-1,2.951861572E-1,9.722581787E0
2.802924283E1,2.086660767E-1,3.600013733E-1,9.873168640E0
2.803920783E1,3.062631226E-1,3.620970154E-1,9.775272217E0
2.804917383E1,2.579136658E-1,4.186793518E-1,9.765841827E0
2.805913883E1,7.948471069E-2,3.510200500E-1,9.805509338E0
2.806910483E1,-1.368154907E-1,3.710783386E-1,1.004456223E1
2.807907083E1,1.776805115E-1,3.751199341E-1,1.004007156E1
2.808903583E1,3.778143311E-1,4.855902100E-1,9.898765411E0
2.809900183E1,1.520837402E-1,4.504133606E-1,9.780661011E0
2.810896683E1,-1.392105103E-1,2.927911377E-1,9.864337006E0
2.811893283E1,9.789642334E-2,4.725672913E-1,9.869426422E0
2.812889783E1,1.939965820E-1,4.650828552E-1,9.989177399E0
2.813886383E1,2.287243652E-1,2.722837830E-1,9.808652802E0
2.814882983E1,3.299139404E-1,4.725672913E-1,9.628726959E0
2.815879483E1,-2.978805542E-2,3.773652649E-1,9.349557495E0
2.816876083E1,-1.802252197E-1,4.528083801E-1,9.697284393E0
2.817872583E1,-1.601669312E-1,4.170327759E-1,9.946366425E0
2.818869183E1,1.911524963E-1,4.239184570E-1,1.019919067E1
2.819865783E1,-9.101074219E-2,5.644761658E-1,1.020188507E1
2.820862283E1,-5.996530151E-1,4.960684204E-1,1.003288651E1
2.821858883E1,-2.633024597E-1,5.028044128E-1,9.886790314E0
2.822855383E1,-5.766009521E-1,5.601351929E-1,9.833800507E0
2.823851983E1,-2.171983337E-1,5.394781494E-1,9.831704865E0
2.824848583E1,-2.781216431E-1,5.346881104E-1,9.895322571E0
2.825845083E1,1.601669312E-2,4.941224670E-1,9.710756378E0
2.826841683E1,-7.185058594E-2,5.180726624E-1,9.576934662E0
2.827838183E1,-2.366578674E-1,5.348377991E-1,9.550140381E0
2.828834783E1,-1.167572021E-1,5.233117676E-1,9.625583496E0
2.829831383E1,-1.035845947E-1,4.495152283E-1,9.848769379E0
2.830827883E1,-3.299139404E-1,5.953120422E-1,9.994266815E0
2.831824483E1,-2.014810181E-1,5.779481506E-1,9.950408020E0
2.832820983E1,-4.587959290E-1,5.556445312E-1,9.904902649E0
2.833817583E1,-4.891827393E-1,5.589376831E-1,9.853709106E0
2.834814183E1,-5.604345703E-1,6.484515381E-1,9.842183075E0
2.835810683E1,-3.088078308E-1,5.331912231E-1,9.890532532E0
2.836807283E1,-1.845661926E-1,6.101312256E-1,9.898765411E0
2.837803783E1,-3.011737061E-1,5.683680725E-1,9.672735443E0
2.838800383E1,-3.474275208E-1,6.483018494E-1,9.575138397E0
2.839796983E1,-4.062551880E-1,6.007008362E-1,9.713301086E0
2.840793483E1,-1.710942078E-1,5.965095520E-1,9.795180817E0
2.841790083E1,-2.802172852E-1,5.990542603E-1,9.820478210E0
2.842786583E1,-3.755690002E-1,5.704637146E-1,9.699978790E0
2.843783183E1,-3.026705933E-1,5.210664368E-1,9.737700348E0
2.844779683E1,-3.558100891E-1,5.655239868E-1,9.707014160E0
2.845776283E1,-1.966909790E-1,5.731581116E-1,9.752369843E0
2.846772883E1,-6.616241455E-2,5.125341797E-1,9.752369843E0
2.847769383E1,8.247848511E-2,5.093907166E-1,9.829609222E0
2.848765983E1,-3.442840576E-3,4.815486145E-1,9.710606689E0
2.849762483E1,-2.628533936E-1,4.189787292E-1,9.711055756E0
2.850759083E1,2.122586060E-1,5.261558533E-1,9.747579803E0
2.851755683E1,5.987548828E-2,4.538562012E-1,9.895621948E0
2.852752183E1,2.447410583E-1,4.926255798E-1,9.907147980E0
2.853748783E1,7.185058594E-3,4.016148376E-1,9.787546692E0
2.854745283E1,5.939648438E-1,4.581971741E-1,9.676477661E0
2.855741883E1,2.125579834E-2,4.059558105E-1,9.790690155E0
2.856738483E1,1.086740112E-1,4.739144897E-1,9.836644592E0
2.857734983E1,2.981799316E-1,4.323010254E-1,9.968220978E0
2.858731583E1,2.592608643E-1,4.306544495E-1,1.000549347E1
2.859728083E1,1.311273193E-1,4.472698975E-1,1.000684067E1
2.860724683E1,1.607656860E-1,4.802014160E-1,9.871222687E0
2.861721283E1,1.812730408E-1,4.935237122E-1,9.940378876E0
2.862717783E1,-3.143463135E-3,5.340893555E-1,9.988728333E0
2.863714383E1,4.655319214E-2,4.764591980E-1,1.009186386E1
2.864710883E1,9.684860229E-2,5.351371765E-1,9.977651367E0
2.865707483E1,8.202941895E-2,5.069956970E-1,9.878707123E0
2.866704083E1,-8.217910767E-2,5.177732849E-1,9.804611206E0
2.867700583E1,-2.424957275E-1,5.800437927E-1,9.935289459E0
2.868697183E1,2.993774414E-3,5.495072937E-1,9.881401520E0
2.869693683E1,-3.637435913E-2,5.248086548E-1,9.989177399E0
2.870690283E1,-1.586700439E-2,5.153782654E-1,9.906249847E0
2.871686883E1,-2.249821472E-1,5.321434021E-1,9.873468018E0
2.872683383E1,-8.367599487E-2,5.752537537E-1,9.814640350E0
2.873679983E1,-4.366419983E-1,4.713697815E-1,9.937385101E0
2.874676483E1,-1.103205872E-1,5.628295898E-1,1.006746460E1
2.875673083E1,-3.585044861E-1,6.424639893E-1,1.004620880E1
2.876669683E1,-2.284249878E-1,5.508544922E-1,9.831704865E0
2.877666183E1,-2.862048340E-1,5.427713013E-1,9.869127045E0
2.878662783E1,-4.751119995E-1,3.788621521E-1,9.940528564E0
2.879659283E1,-3.267704773E-1,4.993615723E-1,1.011296997E1
2.880655883E1,4.430786133E-2,4.670288086E-1,9.947264557E0
2.881652383E1,2.257305908E-1,4.162843323E-1,9.698032837E0
2.882648983E1,-3.041674805E-1,5.310955811E-1,9.630822601E0
2.883645583E1,-3.100053406E-1,4.601431274E-1,9.660161591E0
2.884642083E1,-4.939727783E-3,4.406835938E-1,9.858948212E0
2.885638683E1,9.430389404E-3,2.332150269E-1,1.013362701E1
2.886635183E1,-2.197430420E-1,4.938230896E-1,1.019260437E1
2.887631783E1,1.646575928E-3,4.727169800E-1,9.875563660E0
2.888628383E1,-1.604663086E-1,4.546046448E-1,9.759255524E0
2.889624883E1,6.122268677E-2,3.936813354E-1,9.661059723E0
2.890621483E1,-3.411405945E-1,4.986131287E-1,9.892927551E0
2.891617908E1,1.857637024E-1,3.806584167E-1,9.930349731E0
2.892614508E1,2.633024597E-1,2.944377136E-1,9.931397552E0
2.893611108E1,-1.154100037E-1,5.346881104E-1,9.820777588E0
2.894607608E1,-3.641926575E-1,3.986210632E-1,9.694889374E0
2.895604208E1,-3.046165466E-1,6.508465576E-1,9.808802490E0
2.896600708E1,-1.481918335E-1,3.626957703E-1,9.879455566E0
2.897597308E1,-2.697390747E-1,5.513035583E-1,1.004007156E1
2.898593908E1,-3.712280273E-1,3.655398560E-1,1.000399658E1
2.899590408E1,-2.254312134E-1,5.757028198E-1,9.861941986E0
2.900587008E1,-1.817221069E-1,5.107379150E-1,9.817783813E0
2.901583508E1,-4.198768616E-1,5.824388123E-1,9.799372101E0
2.902580108E1,-2.971321106E-1,7.435038757E-1,9.869127045E0
2.903576708E1,-1.525328064E-1,5.487588501E-1,9.763147430E0
2.904573208E1,-3.219804382E-1,7.336244202E-1,1.000908600E1
2.905569808E1,-5.125341797E-1,7.677534485E-1,1.000115250E1
2.906566308E1,-4.930746460E-1,7.186555481E-1,1.001776794E1
2.907562908E1,1.954934692E-1,6.586303711E-1,9.898016968E0
2.908559508E1,-1.130149841E-1,4.561015320E-1,9.859247589E0
2.909556008E1,-4.727169800E-1,4.833448792E-1,9.906998291E0
2.910552608E1,-3.350033569E-1,4.137396240E-1,1.002689896E1
2.911549108E1,1.332229614E-2,4.472698975E-1,9.968819733E0
2.912545708E1,9.729766846E-2,5.046006775E-1,9.926757202E0
2.913542208E1,-1.531315613E-1,3.950285339E-1,9.797276459E0
2.914538808E1,2.915936279E-1,4.062551880E-1,9.652826843E0
2.915535408E1,-1.628613281E-1,4.279600525E-1,9.495503998E0
2.916531908E1,-1.089733887E-1,4.382885742E-1,9.723779297E0
2.917528508E1,9.789642334E-2,3.423381042E-1,1.005369324E1
2.918525008E1,9.340576172E-2,4.180805969E-1,1.024379791E1
2.919521608E1,5.149291992E-1,4.219725037E-1,9.953701172E0
2.920518208E1,-3.691323853E-1,4.260140991E-1,9.659562836E0
2.921514708E1,2.552192688E-1,3.124003601E-1,9.508377228E0
2.922511308E1,-8.390052795E-1,4.240681458E-1,9.890981598E0
2.923507808E1,1.182540894E-1,4.749623108E-1,1.014410522E1
2.924504408E1,-1.872605896E-1,5.074447632E-1,1.040980270E1
2.925501008E1,2.691403198E-1,5.051994324E-1,1.012180161E1
2.926497508E1,-2.944377136E-1,5.897735596E-1,9.927206268E0
2.927494108E1,-8.834628296E-1,4.628375244E-1,9.692943420E0
2.928490608E1,-3.456312561E-1,6.536906433E-1,9.929451599E0
2.929487208E1,-4.279600525E-1,5.504054260E-1,1.023960663E1
2.930483808E1,5.897735596E-2,5.917195129E-1,1.023855881E1
2.931480308E1,-2.450404358E-1,6.201603699E-1,9.936337280E0
2.932476908E1,-4.288581848E-1,4.965174866E-1,9.749226379E0
2.933473408E1,-6.792874146E-1,5.441184998E-1,9.652677155E0
2.934470008E1,-7.349716187E-1,6.634204102E-1,9.915380859E0
2.935466508E1,-2.859054565E-1,6.194119263E-1,9.936936035E0
2.936463108E1,9.684860229E-2,5.596861267E-1,9.968520355E0
2.937459708E1,-5.652246094E-1,4.722679138E-1,9.770332489E0
2.938456208E1,-6.616241455E-1,4.743635559E-1,9.780810699E0
2.939452808E1,-4.689747620E-1,5.483097839E-1,9.806706848E0
2.940449308E1,2.366578674E-1,5.438191223E-1,9.814340973E0
2.941445908E1,9.160949707E-2,5.367837524E-1,9.842931519E0
2.942442508E1,-2.258802795E-1,4.225712585E-1,9.773775330E0
2.943439008E1,-4.867877197E-1,3.409909058E-1,9.855804749E0
2.944435608E1,-3.623963928E-1,3.228785706E-1,9.914931793E0
2.945432108E1,-3.219804382E-1,3.571572876E-1,1.010234207E1
2.946428708E1,2.874023438E-2,4.571493530E-1,1.008452911E1
2.947425308E1,6.780899048E-2,3.832031250E-1,9.871671753E0
2.948421808E1,1.927990723E-1,4.558021545E-1,9.683513031E0
2.949418408E1,-6.212081909E-1,3.362008667E-1,9.764943695E0
2.950414908E1,-6.438111877E-1,4.343966675E-1,9.972412262E0
2.951411508E1,-6.153703308E-1,6.138734436E-1,1.030202682E1
2.952408108E1,2.520758057E-1,4.662803650E-1,1.030771500E1
2.953404608E1,-4.900808716E-1,4.496649170E-1,1.000743942E1
2.954401208E1,-5.709127808E-1,4.876858521E-1,9.487271118E0
2.955397708E1,-5.777984619E-1,3.095562744E-1,9.289682007E0
2.956394308E1,1.014889526E-1,3.763174438E-1,9.533674622E0
2.957390808E1,-2.005828857E-2,3.758683777E-1,9.858050079E0
2.958387408E1,1.574725342E-1,4.640350342E-1,9.899214478E0
2.959384008E1,-1.517843628E-1,4.293072510E-1,9.861642609E0
2.960380508E1,-5.632786560E-1,3.873944092E-1,9.813143463E0
2.961377108E1,-7.598199463E-1,4.337979126E-1,9.949809265E0
2.962373608E1,-5.929170227E-1,5.403762817E-1,9.895472260E0
2.963370208E1,-4.215234375E-1,5.370831299E-1,9.919422455E0
2.964366808E1,-2.716850281E-1,5.783972168E-1,9.805808716E0
2.965363308E1,-5.219645691E-1,4.367916870E-1,9.670340424E0
2.966359908E1,-1.850152588E-1,4.185296631E-1,9.587861938E0
2.967356408E1,-5.462141418E-1,4.394860840E-1,9.709708557E0
2.968353008E1,2.080673218E-2,5.550457764E-1,9.747729492E0
2.969349608E1,-1.766326904E-1,4.204756165E-1,9.835447083E0
2.970346108E1,-3.186872864E-1,3.899391174E-1,9.770631866E0
2.971342708E1,-8.797206116E-1,3.915856934E-1,9.805808716E0
2.972339208E1,-3.097059631E-1,4.626878357E-1,9.877060547E0
2.973335808E1,-3.746708679E-1,3.387455750E-1,1.003782623E1
2.974332408E1,4.116439819E-2,4.408332825E-1,1.002749771E1
2.975328908E1,-5.427713013E-1,5.530998230E-1,9.969717865E0
2.976325508E1,-4.775070190E-2,3.335064697E-1,9.622290344E0
2.977322008E1,-5.288502502E-1,4.447251892E-1,9.624685364E0
2.978318608E1,-5.671705627E-1,5.134323120E-1,9.776020660E0
2.979315208E1,-6.185137939E-1,5.203179932E-1,9.983489227E0
2.980311708E1,-1.276844788E-1,5.634283447E-1,9.887838135E0
2.981308308E1,-4.836442566E-1,4.924758911E-1,9.807006226E0
2.982304808E1,-4.926255798E-1,5.182223511E-1,9.696086884E0
2.983301408E1,-8.593629456E-1,6.059399414E-1,9.651779022E0
2.984298008E1,-4.550537109E-1,5.828878784E-1,9.665101318E0
2.985294508E1,-7.438032532E-1,6.330335999E-1,9.990823975E0
2.986291108E1,-4.189787292E-1,5.635780334E-1,9.901310120E0
2.987287608E1,-6.483018494E-1,6.463558960E-1,9.852960663E0
2.988284208E1,-1.137634277E0,6.271957397E-1,9.620793457E0
2.989280708E1,-1.062490540E0,6.472540283E-1,9.760303345E0
2.990277308E1,-8.476872253E-1,6.586303711E-1,9.865235138E0
2.991273908E1,-4.661306763E-1,6.408174133E-1,9.870623932E0
2.992270812E1,-6.170169067E-1,5.828878784E-1,9.714199219E0
2.993267412E1,-8.445437622E-1,5.556445312E-1,9.665550385E0
2.994263912E1,-8.740324402E-1,6.032455444E-1,9.680968323E0
2.995260512E1,-1.036444702E0,6.590794373E-1,9.826316071E0
2.996257112E1,-5.999523926E-1,5.569917297E-1,9.844278717E0
2.997253612E1,-5.147795105E-1,5.487588501E-1,9.940079498E0
2.998250212E1,-7.599696350E-1,5.402265930E-1,9.921967163E0
2.999246712E1,-8.449928284E-1,4.881349182E-1,9.917027435E0
3.000243312E1,-5.319937134E-1,3.924838257E-1,9.834698639E0
3.001239913E1,-1.929487610E-1,3.357518005E-1,9.836345215E0
3.002236412E1,-5.563929749E-1,4.183799744E-1,9.805808716E0
3.003233012E1,-6.078858948E-1,4.276606750E-1,9.648934937E0
3.004229512E1,-9.894424438E-2,2.564167786E-1,9.559271393E0
3.005226112E1,-4.343966675E-1,3.032693481E-1,9.694589996E0
3.006222712E1,-1.050814819E0,8.434959412E-1,1.000848724E1
3.007219212E1,-5.017565918E-1,5.159770203E-1,1.017658768E1
3.008215812E1,2.225871277E-1,2.903961182E-1,1.000863693E1
3.009212312E1,-6.225553894E-1,5.408253479E-1,9.931098175E0
3.010208912E1,-1.829345856E0,6.192622375E-1,9.986333313E0
3.011205412E1,-1.660347290E0,7.301815796E-1,9.943821716E0
3.012202012E1,1.094224548E-1,4.965174866E-1,9.959688721E0
3.013198612E1,-5.057981873E-1,3.544628906E-1,9.896071014E0
3.014195112E1,-9.086105347E-2,5.357359314E-1,9.754016418E0
3.015191712E1,-1.842219086E0,6.432124329E-1,9.541458435E0
3.016188212E1,-9.618997192E-1,6.653663635E-1,9.689799957E0
3.017184812E1,-2.490820312E-1,3.417393494E-1,9.901310120E0
3.018181412E1,9.093589783E-1,1.007405090E-1,9.964927826E0
3.019177912E1,2.317181396E-1,3.399430847E-1,9.828860779E0
3.020174512E1,-1.282832336E0,3.745211792E-1,9.833351440E0
3.021171012E1,-1.706301727E0,4.924758911E-1,9.815089417E0
3.022167612E1,-7.786807251E-1,3.673361206E-1,1.014799713E1
3.023164212E1,6.650669861E-1,1.643582153E-1,1.026924500E1
3.024160712E1,2.665956116E-1,5.029541016E-2,1.011566437E1
3.025157312E1,-3.068618774E-1,1.037342834E-1,9.619745636E0
3.026153812E1,-4.162843323E-1,1.393601990E-1,9.484277344E0
3.027150412E1,-4.659809875E-1,2.109114075E-1,9.634564819E0
3.028147012E1,-6.448590088E-1,5.688171387E-2,9.977052612E0
3.029143512E1,1.713935852E-1,-7.574249268E-2,1.000264938E1
3.030140112E1,1.182391205E0,-1.279838562E-1,9.887838135E0
3.031136612E1,-2.386038208E-1,4.790039063E-2,9.581275635E0
3.032133212E1,-1.146465912E0,1.284329224E-1,9.661957855E0
3.033129712E1,-1.563947754E0,3.100053406E-1,9.725425873E0
3.034126312E1,-5.763015747E-2,2.457888794E-1,1.022179367E1
3.035122912E1,2.878514099E-1,6.242019653E-2,1.040875488E1
3.036119412E1,1.589694214E-1,1.748364258E-1,1.023032593E1
3.037116012E1,-1.081950073E0,3.125500488E-1,9.853858795E0
3.038112512E1,-2.197729797E0,2.782713318E-1,9.760752411E0
3.039109112E1,-7.958949280E-1,2.492317200E-1,9.658814392E0
3.040105712E1,1.221459961E-1,4.236190796E-2,9.863289185E0
3.041102212E1,-3.863465881E-1,2.878514099E-1,9.930349731E0
3.042098812E1,-2.610870667E0,4.655319214E-1,9.817334747E0
3.043095312E1,-1.419049072E0,3.887416077E-1,9.771829376E0
3.044091912E1,1.185534668E-1,2.492317200E-1,9.996362457E0
3.045088412E1,-5.559439087E-1,2.171983337E-1,1.003348526E1
3.046085012E1,-1.564696198E0,2.008822632E-1,9.990674286E0
3.047081612E1,-1.328038330E0,3.781137085E-1,9.860894165E0
3.048078112E1,-8.026309204E-1,3.022215271E-1,9.787546692E0
3.049074712E1,-1.121916962E0,2.236349487E-1,9.851014709E0
3.050071212E1,-1.168470154E0,2.113604736E-1,9.914333038E0
3.051067812E1,-6.466552734E-2,8.217910767E-2,9.716444550E0
3.052064412E1,-2.468367004E-1,6.571334839E-2,9.840237122E0
3.053060912E1,-9.328601074E-1,3.525169373E-1,9.814790039E0
3.054057512E1,-1.405128021E0,2.923420715E-1,9.686656494E0
3.055054012E1,-1.228195953E0,2.818638611E-1,9.945767670E0
3.056050612E1,-9.056167603E-2,-9.490264893E-2,9.901908875E0
3.057047212E1,2.975811768E-1,6.301895142E-2,9.935439148E0
3.058043712E1,-6.242019653E-1,1.368154907E-1,9.993817749E0
3.059040312E1,-1.478026428E0,4.285588074E-1,1.000743942E1
3.060036812E1,-1.274000702E0,3.760180664E-1,9.977052612E0
3.061033412E1,-5.629792786E-1,3.388952637E-1,1.013796799E1
3.062029912E1,-1.025367737E-1,2.848576355E-1,9.916877747E0
3.063026512E1,-8.574169922E-1,3.107537842E-1,9.933493195E0
3.064023112E1,-1.651665344E0,3.757186890E-1,9.842183075E0
3.065019612E1,-9.108558655E-1,2.031275940E-1,9.654922485E0
3.066016212E1,-7.048841858E-1,1.842668152E-1,9.844727783E0
3.067012712E1,5.463638306E-2,1.137634277E-1,9.884694672E0
3.068009312E1,-1.140777740E0,2.309696960E-1,9.847571869E0
3.069005912E1,-1.127305756E0,2.884501648E-1,9.788893890E0
3.070002412E1,-6.617738342E-1,1.672023010E-1,9.868827667E0
3.070999012E1,-2.037263489E-1,1.697470093E-1,9.985734558E0
3.071995512E1,-7.039860535E-1,2.945874023E-1,1.003588028E1
3.072992112E1,-9.493258667E-1,2.448907471E-1,9.876910858E0
3.073988712E1,-6.107299805E-1,3.347039795E-1,9.782756653E0
3.074985212E1,-7.705975342E-1,2.203417969E-1,9.854906616E0
3.075981812E1,-2.992277527E-1,9.145980835E-2,1.008737320E1
3.076978312E1,-2.228865051E-1,-6.945556641E-2,1.008393036E1
3.077974912E1,5.328918457E-2,-1.601669312E-2,9.854008484E0
3.078971512E1,-4.430786133E-1,-2.664459229E-2,9.777367859E0
3.079968012E1,-9.801617432E-1,6.885681152E-3,9.835147705E0
3.080964612E1,-8.207432556E-1,-1.062789917E-2,9.947414246E0
3.081961112E1,-3.981719971E-1,-1.390608215E-1,1.001432510E1
3.082957712E1,-4.939727783E-2,-1.040336609E-1,1.007195526E1
3.083954212E1,-1.191522217E-1,2.679428101E-2,9.914782104E0
3.084950812E1,-1.070124664E0,8.457412720E-2,9.803563385E0
3.085947412E1,-9.361532593E-1,2.788700867E-1,9.770482178E0
3.086943912E1,-6.827302551E-1,2.171983337E-1,9.974807281E0
3.087940512E1,-4.541555786E-1,3.614982605E-1,1.022044647E1
3.088937012E1,-1.077160034E0,2.742297363E-1,1.035187317E1
3.089933612E1,-1.416354675E0,2.525248718E-1,1.015877472E1
3.090930212E1,-1.188827820E0,2.510279846E-1,1.006656647E1
3.091926358E1,-6.252497864E-1,2.279759216E-1,9.932744751E0
3.092922958E1,-6.759942627E-1,2.014810181E-1,1.001252884E1
3.093919458E1,-9.211843872E-1,2.465373230E-1,9.899214478E0
3.094916058E1,-1.304836578E0,1.960922241E-1,9.904752960E0
3.095912658E1,-6.976991272E-1,2.167492676E-1,9.801467743E0
3.096909158E1,-8.898994446E-1,1.468446350E-1,9.788145447E0
3.097905758E1,-5.846841431E-1,1.701960754E-1,9.731563110E0
3.098902258E1,-1.133442993E0,1.444496155E-1,9.783205719E0
3.099898858E1,-1.023421783E0,1.868115234E-1,9.768236847E0
3.100895358E1,-9.162446594E-1,1.522334290E-1,9.900711365E0
3.101891958E1,-6.403683472E-1,1.372645569E-1,9.848919067E0
3.102888558E1,-5.679190063E-1,1.451980591E-2,9.930798798E0
3.103885058E1,-6.939569092E-1,3.996688843E-2,9.799970856E0
3.104881658E1,-3.260220337E-1,8.502319336E-2,9.929301910E0
3.105878158E1,-7.873626709E-1,7.589218140E-2,9.850415955E0
3.106874758E1,-1.036295013E0,1.082249451E-1,9.929900665E0
3.107871358E1,-9.313632202E-1,7.020401001E-2,9.881551208E0
3.108867858E1,-5.533992004E-1,4.460723877E-2,9.991273041E0
3.109864458E1,-3.847000122E-1,8.083190918E-2,9.991273041E0
3.110860958E1,-1.095122681E0,1.610650635E-1,9.947414246E0
3.111857558E1,-1.028062134E0,2.347119141E-1,9.793234863E0
3.112854158E1,-1.074765015E0,2.505789185E-1,9.816885681E0
3.113850658E1,-7.728428650E-1,2.080673218E-1,9.907597046E0
3.114847258E1,-9.180409241E-1,2.504292297E-1,1.001357666E1
